Type,Weight,Elevators,Winglets,theta,rou,result
C,54,46,1,38,105,46.1
C,54,46,1,38,110,46.6
C,54,46,1,38,115,47.1
C,54,46,1,41,85,45.4
C,54,46,1,41,90,46.1
C,54,46,1,41,95,46.5
C,54,46,1,41,100,47.3
C,54,46,1,41,105,47.9
C,54,46,1,41,110,15.3
C,54,46,1,41,115,16.4
C,57,46,1,35,85,39.7
C,57,46,1,35,90,40.1
C,57,46,1,35,95,40.5
C,57,46,1,35,100,41.1
C,57,46,1,35,105,41.4
C,57,46,1,35,110,11.6
C,57,46,1,35,115,9.8
C,57,46,1,38,85,43.4
C,57,46,1,38,90,43.8
C,57,46,1,38,95,44.4
C,57,46,1,38,100,44.8
C,57,46,1,38,105,45.6
C,57,46,1,38,110,46.1
C,57,46,1,38,115,46.6
C,57,46,1,41,85,45.4
C,57,46,1,41,90,45.9
C,57,46,1,41,95,46.3
C,57,46,1,41,100,47.1
C,57,46,1,41,105,47.5
C,57,46,1,41,110,15.3
C,57,46,1,41,115,16.4
C,60,46,1,35,85,39.0
C,60,46,1,35,90,39.1
C,60,46,1,35,95,39.5
C,60,46,1,35,100,39.9
C,60,46,1,35,105,40.4
C,60,46,1,35,110,10.2
C,60,46,1,35,115,9.0
C,60,46,1,38,85,43.0
C,60,46,1,38,90,43.5
C,60,46,1,38,95,43.9
C,60,46,1,38,100,44.5
C,60,46,1,38,105,45.2
C,60,46,1,38,110,45.6
C,60,46,1,38,115,46.1
C,60,46,1,41,85,45.1
C,60,46,1,41,90,45.6
C,60,46,1,41,95,46.3
C,60,46,1,41,100,46.9
C,60,46,1,41,105,47.3
C,60,46,1,41,110,47.9
C,60,46,1,41,115,16.4
C,63,46,1,35,85,38.4
C,63,46,1,35,90,38.3
C,63,46,1,35,95,38.7
C,63,46,1,35,100,38.8
C,63,46,1,35,105,12.6
C,63,46,1,35,110,9.5
C,63,46,1,35,115,8.2
C,63,46,1,38,85,42.6
C,63,46,1,38,90,43.1
C,63,46,1,38,95,43.5
C,63,46,1,38,100,43.9
C,63,46,1,38,105,44.6
C,63,46,1,38,110,45.2
C,63,46,1,38,115,45.5
C,63,46,1,41,85,45.1
C,63,46,1,41,90,45.5
C,63,46,1,41,95,46.0
C,63,46,1,41,100,46.6
C,63,46,1,41,105,47.3
C,63,46,1,41,110,47.6
C,63,46,1,41,115,16.4
C,66,46,1,35,85,37.5
C,66,46,1,35,90,37.2
C,66,46,1,35,95,37.3
C,66,46,1,35,100,37.4
C,66,46,1,35,105,10.7
C,66,46,1,35,110,9.5
C,66,46,1,35,115,8.2
C,66,46,1,38,85,42.1
C,66,46,1,38,90,42.6
C,66,46,1,38,95,43.0
C,66,46,1,38,100,43.4
C,66,46,1,38,105,44.2
C,66,46,1,38,110,44.5
C,66,46,1,38,115,44.8
C,66,46,1,41,85,44.7
C,66,46,1,41,90,45.2
C,66,46,1,41,95,45.7
C,66,46,1,41,100,46.5
C,66,46,1,41,105,47.0
C,66,46,1,41,110,47.3
C,66,46,1,41,115,16.4
C,69,46,1,35,85,36.6
C,69,46,1,35,90,36.0
C,69,46,1,35,95,36.1
C,69,46,1,35,100,13.5
C,69,46,1,35,105,10.0
C,69,46,1,35,110,8.8
C,69,46,1,35,115,8.2
C,69,46,1,38,85,41.8
C,69,46,1,38,90,42.1
C,69,46,1,38,95,42.5
C,69,46,1,38,100,42.9
C,69,46,1,38,105,43.5
C,69,46,1,38,110,43.8
C,69,46,1,38,115,44.1
C,69,46,1,41,85,44.5
C,69,46,1,41,90,45.0
C,69,46,1,41,95,45.5
C,69,46,1,41,100,46.2
C,69,46,1,41,105,46.6
C,69,46,1,41,110,47.0
C,69,46,1,41,115,16.4
C,72,46,1,35,85,35.6
C,72,46,1,35,90,34.7
C,72,46,1,35,95,34.3
C,72,46,1,35,100,11.7
C,72,46,1,35,105,10.0
C,72,46,1,35,110,8.8
C,72,46,1,35,115,8.2
C,72,46,1,38,85,41.2
C,72,46,1,38,90,41.5
C,72,46,1,38,95,41.9
C,72,46,1,38,100,42.1
C,72,46,1,38,105,42.9
C,72,46,1,38,110,43.1
C,72,46,1,38,115,43.4
C,72,46,1,41,85,44.3
C,72,46,1,41,90,44.8
C,72,46,1,41,95,45.3
C,72,46,1,41,100,45.9
C,72,46,1,41,105,46.4
C,72,46,1,41,110,46.8
C,72,46,1,41,115,16.4
C,75,46,1,35,85,34.3
C,75,46,1,35,90,33.0
C,75,46,1,35,95,32.3
C,75,46,1,35,100,11.1
C,75,46,1,35,105,9.3
C,75,46,1,35,110,8.0
C,75,46,1,35,115,7.4
C,75,46,1,38,85,40.8
C,75,46,1,38,90,41.1
C,75,46,1,38,95,41.3
C,75,46,1,38,100,41.5
C,75,46,1,38,105,42.1
C,75,46,1,38,110,42.4
C,75,46,1,38,115,42.6
C,75,46,1,41,85,44.0
C,75,46,1,41,90,44.5
C,75,46,1,41,95,44.8
C,75,46,1,41,100,45.5
C,75,46,1,41,105,46.0
C,75,46,1,41,110,46.3
C,75,46,1,41,115,16.4
C,78,46,1,35,85,33.2
C,78,46,1,35,90,31.3
C,78,46,1,35,95,13.2
C,78,46,1,35,100,10.4
C,78,46,1,35,105,9.3
C,78,46,1,35,110,8.0
C,78,46,1,35,115,7.4
C,78,46,1,38,85,40.2
C,78,46,1,38,90,40.5
C,78,46,1,38,95,40.7
C,78,46,1,38,100,40.8
C,78,46,1,38,105,41.5
C,78,46,1,38,110,41.6
C,78,46,1,38,115,41.7
C,78,46,1,41,85,43.7
C,78,46,1,41,90,44.2
C,78,46,1,41,95,44.5
C,78,46,1,41,100,45.2
C,78,46,1,41,105,45.7
C,78,46,1,41,110,46.0
C,78,46,1,41,115,16.4
C,81,46,1,35,85,31.7
C,81,46,1,35,90,28.4
C,81,46,1,35,95,12.0
C,81,46,1,35,100,9.7
C,81,46,1,35,105,8.6
C,81,46,1,35,110,8.0
C,81,46,1,35,115,7.4
C,81,46,1,38,85,39.8
C,81,46,1,38,90,39.8
C,81,46,1,38,95,40.0
C,81,46,1,38,100,39.9
C,81,46,1,38,105,40.6
C,81,46,1,38,110,40.6
C,81,46,1,38,115,40.7
C,81,46,1,41,85,43.4
C,81,46,1,41,90,43.9
C,81,46,1,41,95,44.2
C,81,46,1,41,100,44.9
C,81,46,1,41,105,45.1
C,81,46,1,41,110,45.5
C,81,46,1,41,115,16.4
C,84,46,1,35,85,30.2
C,84,46,1,35,90,16.1
C,84,46,1,35,95,11.4
C,84,46,1,35,100,9.7
C,84,46,1,35,105,8.6
C,84,46,1,35,110,8.0
C,84,46,1,35,115,7.4
C,84,46,1,38,85,39.1
C,84,46,1,38,90,39.3
C,84,46,1,38,95,39.3
C,84,46,1,38,100,39.2
C,84,46,1,38,105,39.6
C,84,46,1,38,110,39.7
C,84,46,1,38,115,39.5
C,84,46,1,41,85,43.3
C,84,46,1,41,90,43.6
C,84,46,1,41,95,43.8
C,84,46,1,41,100,44.3
C,84,46,1,41,105,44.8
C,84,46,1,41,110,45.1
C,84,46,1,41,115,16.4
C,87,46,1,35,85,29.1
C,87,46,1,35,90,14.5
C,87,46,1,35,95,10.8
C,87,46,1,35,100,9.7
C,87,46,1,35,105,8.6
C,87,46,1,35,110,8.0
C,87,46,1,35,115,7.4
C,87,46,1,38,85,38.8
C,87,46,1,38,90,38.7
C,87,46,1,38,95,38.7
C,87,46,1,38,100,38.6
C,87,46,1,38,105,39.0
C,87,46,1,38,110,38.8
C,87,46,1,38,115,38.6
C,87,46,1,41,85,43.0
C,87,46,1,41,90,43.3
C,87,46,1,41,95,43.6
C,87,46,1,41,100,44.0
C,87,46,1,41,105,44.5
C,87,46,1,41,110,44.7
C,87,46,1,41,115,16.4
C,90,46,1,35,85,26.7
C,90,46,1,35,90,12.9
C,90,46,1,35,95,10.8
C,90,46,1,35,100,9.0
C,90,46,1,35,105,8.5
C,90,46,1,35,110,7.2
C,90,46,1,35,115,7.4
C,90,46,1,38,85,38.2
C,90,46,1,38,90,38.0
C,90,46,1,38,95,37.9
C,90,46,1,38,100,37.8
C,90,46,1,38,105,37.9
C,90,46,1,38,110,37.5
C,90,46,1,38,115,14.8
C,90,46,1,41,85,42.6
C,90,46,1,41,90,42.9
C,90,46,1,41,95,43.2
C,90,46,1,41,100,43.6
C,90,46,1,41,105,44.1
C,90,46,1,41,110,44.3
C,90,46,1,41,115,44.4
C,93,46,1,35,85,23.6
C,93,46,1,35,90,12.3
C,93,46,1,35,95,10.1
C,93,46,1,35,100,9.0
C,93,46,1,35,105,7.8
C,93,46,1,35,110,7.2
C,93,46,1,35,115,6.6
C,93,46,1,38,85,37.7
C,93,46,1,38,90,37.4
C,93,46,1,38,95,37.1
C,93,46,1,38,100,36.7
C,93,46,1,38,105,36.8
C,93,46,1,38,110,36.0
C,93,46,1,38,115,12.9
C,93,46,1,41,85,42.4
C,93,46,1,41,90,42.7
C,93,46,1,41,95,42.7
C,93,46,1,41,100,43.2
C,93,46,1,41,105,43.5
C,93,46,1,41,110,43.6
C,93,46,1,41,115,43.7
C,96,46,1,35,85,19.8
C,96,46,1,35,90,11.7
C,96,46,1,35,95,10.1
C,96,46,1,35,100,9.0
C,96,46,1,35,105,7.8
C,96,46,1,35,110,7.2
C,96,46,1,35,115,6.6
C,96,46,1,38,85,36.9
C,96,46,1,38,90,36.6
C,96,46,1,38,95,36.2
C,96,46,1,38,100,35.5
C,96,46,1,38,105,35.6
C,96,46,1,38,110,34.2
C,96,46,1,38,115,12.2
C,96,46,1,41,85,42.0
C,96,46,1,41,90,42.3
C,96,46,1,41,95,42.3
C,96,46,1,41,100,42.7
C,96,46,1,41,105,43.0
C,96,46,1,41,110,43.1
C,96,46,1,41,115,43.3
C,99,46,1,35,85,17.1
C,99,46,1,35,90,11.1
C,99,46,1,35,95,9.5
C,99,46,1,35,100,8.3
C,99,46,1,35,105,7.8
C,99,46,1,35,110,7.2
C,99,46,1,35,115,6.6
C,99,46,1,38,85,36.3
C,99,46,1,38,90,35.9
C,99,46,1,38,95,35.3
C,99,46,1,38,100,34.3
C,99,46,1,38,105,34.1
C,99,46,1,38,110,15.1
C,99,46,1,38,115,11.5
C,99,46,1,41,85,41.8
C,99,46,1,41,90,41.8
C,99,46,1,41,95,42.0
C,99,46,1,41,100,42.3
C,99,46,1,41,105,42.5
C,99,46,1,41,110,42.7
C,99,46,1,41,115,42.5
C,0,48,1,35,85,35.4
C,0,48,1,35,90,35.3
C,0,48,1,35,95,34.9
C,0,48,1,35,100,34.4
C,0,48,1,35,105,33.9
C,0,48,1,35,110,33.1
C,0,48,1,35,115,6.4
C,0,48,1,38,85,30.4
C,0,48,1,38,90,30.1
C,0,48,1,38,95,29.6
C,0,48,1,38,100,29.1
C,0,48,1,38,105,28.2
C,0,48,1,38,110,6.8
C,0,48,1,38,115,7.2
C,0,48,1,41,85,24.4
C,0,48,1,41,90,24.4
C,0,48,1,41,95,24.2
C,0,48,1,41,100,6.3
C,0,48,1,41,105,7.5
C,0,48,1,41,110,15.3
C,0,48,1,41,115,16.4
C,3,48,1,35,85,38.0
C,3,48,1,35,90,38.2
C,3,48,1,35,95,38.1
C,3,48,1,35,100,38.0
C,3,48,1,35,105,37.7
C,3,48,1,35,110,37.4
C,3,48,1,35,115,6.4
C,3,48,1,38,85,34.5
C,3,48,1,38,90,34.5
C,3,48,1,38,95,34.2
C,3,48,1,38,100,34.0
C,3,48,1,38,105,33.3
C,3,48,1,38,110,6.8
C,3,48,1,38,115,7.2
C,3,48,1,41,85,29.2
C,3,48,1,41,90,29.2
C,3,48,1,41,95,28.9
C,3,48,1,41,100,6.3
C,3,48,1,41,105,7.5
C,3,48,1,41,110,15.3
C,3,48,1,41,115,16.4
C,6,48,1,35,85,39.9
C,6,48,1,35,90,40.2
C,6,48,1,35,95,40.4
C,6,48,1,35,100,40.4
C,6,48,1,35,105,40.4
C,6,48,1,35,110,40.3
C,6,48,1,35,115,6.4
C,6,48,1,38,85,37.2
C,6,48,1,38,90,37.5
C,6,48,1,38,95,37.5
C,6,48,1,38,100,37.4
C,6,48,1,38,105,37.0
C,6,48,1,38,110,6.8
C,6,48,1,38,115,7.2
C,6,48,1,41,85,33.1
C,6,48,1,41,90,33.3
C,6,48,1,41,95,33.3
C,6,48,1,41,100,32.9
C,6,48,1,41,105,7.5
C,6,48,1,41,110,15.3
C,6,48,1,41,115,16.4
C,9,48,1,35,85,41.3
C,9,48,1,35,90,41.6
C,9,48,1,35,95,41.9
C,9,48,1,35,100,42.1
C,9,48,1,35,105,42.3
C,9,48,1,35,110,42.3
C,9,48,1,35,115,6.4
C,9,48,1,38,85,39.3
C,9,48,1,38,90,39.5
C,9,48,1,38,95,39.8
C,9,48,1,38,100,39.9
C,9,48,1,38,105,39.8
C,9,48,1,38,110,6.8
C,9,48,1,38,115,7.2
C,9,48,1,41,85,36.0
C,9,48,1,41,90,36.3
C,9,48,1,41,95,36.4
C,9,48,1,41,100,36.4
C,9,48,1,41,105,7.5
C,9,48,1,41,110,15.3
C,9,48,1,41,115,16.4
C,12,48,1,35,85,42.1
C,12,48,1,35,90,42.7
C,12,48,1,35,95,43.0
C,12,48,1,35,100,43.3
C,12,48,1,35,105,43.6
C,12,48,1,35,110,43.8
C,12,48,1,35,115,6.4
C,12,48,1,38,85,40.8
C,12,48,1,38,90,41.1
C,12,48,1,38,95,41.4
C,12,48,1,38,100,41.7
C,12,48,1,38,105,41.8
C,12,48,1,38,110,6.8
C,12,48,1,38,115,7.2
C,12,48,1,41,85,38.2
C,12,48,1,41,90,38.6
C,12,48,1,41,95,38.8
C,12,48,1,41,100,38.8
C,12,48,1,41,105,7.5
C,12,48,1,41,110,15.3
C,12,48,1,41,115,16.4
C,15,48,1,35,85,42.9
C,15,48,1,35,90,43.4
C,15,48,1,35,95,44.0
C,15,48,1,35,100,44.2
C,15,48,1,35,105,44.7
C,15,48,1,35,110,44.9
C,15,48,1,35,115,45.2
C,15,48,1,38,85,41.8
C,15,48,1,38,90,42.4
C,15,48,1,38,95,42.6
C,15,48,1,38,100,43.1
C,15,48,1,38,105,43.1
C,15,48,1,38,110,6.8
C,15,48,1,38,115,7.2
C,15,48,1,41,85,39.8
C,15,48,1,41,90,40.2
C,15,48,1,41,95,40.6
C,15,48,1,41,100,40.8
C,15,48,1,41,105,7.5
C,15,48,1,41,110,15.3
C,15,48,1,41,115,16.4
C,18,48,1,35,85,43.3
C,18,48,1,35,90,44.1
C,18,48,1,35,95,44.4
C,18,48,1,35,100,44.9
C,18,48,1,35,105,45.3
C,18,48,1,35,110,45.7
C,18,48,1,35,115,46.0
C,18,48,1,38,85,42.6
C,18,48,1,38,90,43.3
C,18,48,1,38,95,43.6
C,18,48,1,38,100,44.1
C,18,48,1,38,105,44.3
C,18,48,1,38,110,6.8
C,18,48,1,38,115,7.2
C,18,48,1,41,85,41.1
C,18,48,1,41,90,41.6
C,18,48,1,41,95,42.0
C,18,48,1,41,100,42.3
C,18,48,1,41,105,7.5
C,18,48,1,41,110,15.3
C,18,48,1,41,115,16.4
C,21,48,1,35,85,43.7
C,21,48,1,35,90,44.4
C,21,48,1,35,95,44.9
C,21,48,1,35,100,45.5
C,21,48,1,35,105,46.0
C,21,48,1,35,110,46.2
C,21,48,1,35,115,46.6
C,21,48,1,38,85,43.3
C,21,48,1,38,90,44.0
C,21,48,1,38,95,44.4
C,21,48,1,38,100,44.8
C,21,48,1,38,105,45.3
C,21,48,1,38,110,6.8
C,21,48,1,38,115,7.2
C,21,48,1,41,85,42.1
C,21,48,1,41,90,42.7
C,21,48,1,41,95,43.2
C,21,48,1,41,100,43.6
C,21,48,1,41,105,7.5
C,21,48,1,41,110,15.3
C,21,48,1,41,115,16.4
C,24,48,1,35,85,43.9
C,24,48,1,35,90,44.6
C,24,48,1,35,95,45.2
C,24,48,1,35,100,45.7
C,24,48,1,35,105,46.2
C,24,48,1,35,110,46.7
C,24,48,1,35,115,47.2
C,24,48,1,38,85,43.9
C,24,48,1,38,90,44.5
C,24,48,1,38,95,45.0
C,24,48,1,38,100,45.4
C,24,48,1,38,105,46.0
C,24,48,1,38,110,46.4
C,24,48,1,38,115,7.2
C,24,48,1,41,85,43.0
C,24,48,1,41,90,43.6
C,24,48,1,41,95,44.0
C,24,48,1,41,100,44.5
C,24,48,1,41,105,7.5
C,24,48,1,41,110,15.3
C,24,48,1,41,115,16.4
C,27,48,1,35,85,44.0
C,27,48,1,35,90,44.7
C,27,48,1,35,95,45.3
C,27,48,1,35,100,45.8
C,27,48,1,35,105,46.4
C,27,48,1,35,110,46.9
C,27,48,1,35,115,47.5
C,27,48,1,38,85,44.3
C,27,48,1,38,90,44.9
C,27,48,1,38,95,45.4
C,27,48,1,38,100,46.0
C,27,48,1,38,105,46.4
C,27,48,1,38,110,46.9
C,27,48,1,38,115,7.2
C,27,48,1,41,85,43.7
C,27,48,1,41,90,44.2
C,27,48,1,41,95,44.8
C,27,48,1,41,100,45.3
C,27,48,1,41,105,7.5
C,27,48,1,41,110,15.3
C,27,48,1,41,115,16.4
C,30,48,1,35,85,44.0
C,30,48,1,35,90,44.6
C,30,48,1,35,95,45.3
C,30,48,1,35,100,45.9
C,30,48,1,35,105,46.5
C,30,48,1,35,110,47.0
C,30,48,1,35,115,47.6
C,30,48,1,38,85,44.5
C,30,48,1,38,90,45.2
C,30,48,1,38,95,45.7
C,30,48,1,38,100,46.3
C,30,48,1,38,105,46.8
C,30,48,1,38,110,47.3
C,30,48,1,38,115,7.2
C,30,48,1,41,85,44.1
C,30,48,1,41,90,44.8
C,30,48,1,41,95,45.3
C,30,48,1,41,100,45.9
C,30,48,1,41,105,46.3
C,30,48,1,41,110,15.3
C,30,48,1,41,115,16.4
C,33,48,1,35,85,43.8
C,33,48,1,35,90,44.5
C,33,48,1,35,95,45.3
C,33,48,1,35,100,45.8
C,33,48,1,35,105,46.4
C,33,48,1,35,110,47.0
C,33,48,1,35,115,47.5
C,33,48,1,38,85,44.6
C,33,48,1,38,90,45.3
C,33,48,1,38,95,45.9
C,33,48,1,38,100,46.5
C,33,48,1,38,105,47.1
C,33,48,1,38,110,47.6
C,33,48,1,38,115,7.2
C,33,48,1,41,85,44.6
C,33,48,1,41,90,45.1
C,33,48,1,41,95,45.8
C,33,48,1,41,100,46.3
C,33,48,1,41,105,46.7
C,33,48,1,41,110,15.3
C,33,48,1,41,115,16.4
C,36,48,1,35,85,43.6
C,36,48,1,35,90,44.2
C,36,48,1,35,95,45.1
C,36,48,1,35,100,45.7
C,36,48,1,35,105,46.2
C,36,48,1,35,110,46.8
C,36,48,1,35,115,47.4
C,36,48,1,38,85,44.7
C,36,48,1,38,90,45.4
C,36,48,1,38,95,45.9
C,36,48,1,38,100,46.5
C,36,48,1,38,105,47.1
C,36,48,1,38,110,47.7
C,36,48,1,38,115,7.2
C,36,48,1,41,85,44.9
C,36,48,1,41,90,45.5
C,36,48,1,41,95,46.2
C,36,48,1,41,100,46.7
C,36,48,1,41,105,47.1
C,36,48,1,41,110,15.3
C,36,48,1,41,115,16.4
C,39,48,1,35,85,43.4
C,39,48,1,35,90,44.1
C,39,48,1,35,95,44.7
C,39,48,1,35,100,45.4
C,39,48,1,35,105,46.0
C,39,48,1,35,110,46.5
C,39,48,1,35,115,47.1
C,39,48,1,38,85,44.7
C,39,48,1,38,90,45.4
C,39,48,1,38,95,45.9
C,39,48,1,38,100,46.6
C,39,48,1,38,105,47.3
C,39,48,1,38,110,47.7
C,39,48,1,38,115,7.2
C,39,48,1,41,85,45.1
C,39,48,1,41,90,45.7
C,39,48,1,41,95,46.4
C,39,48,1,41,100,47.0
C,39,48,1,41,105,47.4
C,39,48,1,41,110,15.3
C,39,48,1,41,115,16.4
C,42,48,1,35,85,43.3
C,42,48,1,35,90,43.8
C,42,48,1,35,95,44.5
C,42,48,1,35,100,45.1
C,42,48,1,35,105,45.7
C,42,48,1,35,110,46.3
C,42,48,1,35,115,46.9
C,42,48,1,38,85,44.7
C,42,48,1,38,90,45.3
C,42,48,1,38,95,45.9
C,42,48,1,38,100,46.4
C,42,48,1,38,105,47.2
C,42,48,1,38,110,47.8
C,42,48,1,38,115,7.2
C,42,48,1,41,85,45.2
C,42,48,1,41,90,45.8
C,42,48,1,41,95,46.4
C,42,48,1,41,100,47.2
C,42,48,1,41,105,47.6
C,42,48,1,41,110,15.3
C,42,48,1,41,115,16.4
C,45,48,1,35,85,42.7
C,45,48,1,35,90,43.5
C,45,48,1,35,95,44.2
C,45,48,1,35,100,44.7
C,45,48,1,35,105,45.3
C,45,48,1,35,110,45.9
C,45,48,1,35,115,46.5
C,45,48,1,38,85,44.5
C,45,48,1,38,90,45.3
C,45,48,1,38,95,45.8
C,45,48,1,38,100,46.3
C,45,48,1,38,105,47.1
C,45,48,1,38,110,47.7
C,45,48,1,38,115,7.2
C,45,48,1,41,85,45.4
C,45,48,1,41,90,46.0
C,45,48,1,41,95,46.6
C,45,48,1,41,100,47.2
C,45,48,1,41,105,47.7
C,45,48,1,41,110,15.3
C,45,48,1,41,115,16.4
C,48,48,1,35,85,42.3
C,48,48,1,35,90,43.1
C,48,48,1,35,95,43.6
C,48,48,1,35,100,44.1
C,48,48,1,35,105,44.8
C,48,48,1,35,110,45.4
C,48,48,1,35,115,46.0
C,48,48,1,38,85,44.4
C,48,48,1,38,90,45.1
C,48,48,1,38,95,45.6
C,48,48,1,38,100,46.3
C,48,48,1,38,105,46.9
C,48,48,1,38,110,47.6
C,48,48,1,38,115,7.2
C,48,48,1,41,85,45.5
C,48,48,1,41,90,46.1
C,48,48,1,41,95,46.7
C,48,48,1,41,100,47.2
C,48,48,1,41,105,47.7
C,48,48,1,41,110,15.3
C,48,48,1,41,115,16.4
C,51,48,1,35,85,41.8
C,51,48,1,35,90,42.4
C,51,48,1,35,95,43.1
C,51,48,1,35,100,43.7
C,51,48,1,35,105,44.3
C,51,48,1,35,110,44.8
C,51,48,1,35,115,45.5
C,51,48,1,38,85,44.3
C,51,48,1,38,90,44.9
C,51,48,1,38,95,45.5
C,51,48,1,38,100,46.0
C,51,48,1,38,105,46.7
C,51,48,1,38,110,47.3
C,51,48,1,38,115,7.2
C,51,48,1,41,85,45.5
C,51,48,1,41,90,46.1
C,51,48,1,41,95,46.6
C,51,48,1,41,100,47.3
C,51,48,1,41,105,47.8
C,51,48,1,41,110,15.3
C,51,48,1,41,115,16.4
C,54,48,1,35,85,41.5
C,54,48,1,35,90,41.8
C,54,48,1,35,95,42.4
C,54,48,1,35,100,42.9
C,54,48,1,35,105,43.6
C,54,48,1,35,110,44.1
C,54,48,1,35,115,44.8
C,54,48,1,38,85,44.1
C,54,48,1,38,90,44.5
C,54,48,1,38,95,45.1
C,54,48,1,38,100,45.7
C,54,48,1,38,105,46.5
C,54,48,1,38,110,47.0
C,54,48,1,38,115,47.5
C,54,48,1,41,85,45.4
C,54,48,1,41,90,46.1
C,54,48,1,41,95,46.5
C,54,48,1,41,100,47.3
C,54,48,1,41,105,47.8
C,54,48,1,41,110,15.3
C,54,48,1,41,115,16.4
C,57,48,1,35,85,40.8
C,57,48,1,35,90,41.2
C,57,48,1,35,95,41.8
C,57,48,1,35,100,42.3
C,57,48,1,35,105,42.8
C,57,48,1,35,110,43.4
C,57,48,1,35,115,11.2
C,57,48,1,38,85,43.8
C,57,48,1,38,90,44.3
C,57,48,1,38,95,44.9
C,57,48,1,38,100,45.5
C,57,48,1,38,105,46.2
C,57,48,1,38,110,46.6
C,57,48,1,38,115,47.1
C,57,48,1,41,85,45.3
C,57,48,1,41,90,46.0
C,57,48,1,41,95,46.6
C,57,48,1,41,100,47.2
C,57,48,1,41,105,47.7
C,57,48,1,41,110,15.3
C,57,48,1,41,115,16.4
C,60,48,1,35,85,40.2
C,60,48,1,35,90,40.5
C,60,48,1,35,95,41.1
C,60,48,1,35,100,41.5
C,60,48,1,35,105,42.0
C,60,48,1,35,110,42.5
C,60,48,1,35,115,9.8
C,60,48,1,38,85,43.5
C,60,48,1,38,90,44.0
C,60,48,1,38,95,44.6
C,60,48,1,38,100,45.1
C,60,48,1,38,105,45.9
C,60,48,1,38,110,46.4
C,60,48,1,38,115,46.9
C,60,48,1,41,85,45.3
C,60,48,1,41,90,45.8
C,60,48,1,41,95,46.4
C,60,48,1,41,100,47.0
C,60,48,1,41,105,47.6
C,60,48,1,41,110,48.1
C,60,48,1,41,115,16.4
C,63,48,1,35,85,39.6
C,63,48,1,35,90,39.8
C,63,48,1,35,95,40.2
C,63,48,1,35,100,40.5
C,63,48,1,35,105,41.1
C,63,48,1,35,110,10.9
C,63,48,1,35,115,9.0
C,63,48,1,38,85,43.1
C,63,48,1,38,90,43.6
C,63,48,1,38,95,44.2
C,63,48,1,38,100,44.6
C,63,48,1,38,105,45.3
C,63,48,1,38,110,45.9
C,63,48,1,38,115,46.4
C,63,48,1,41,85,45.1
C,63,48,1,41,90,45.7
C,63,48,1,41,95,46.2
C,63,48,1,41,100,47.0
C,63,48,1,41,105,47.4
C,63,48,1,41,110,48.0
C,63,48,1,41,115,16.4
C,66,48,1,35,85,38.8
C,66,48,1,35,90,39.0
C,66,48,1,35,95,39.3
C,66,48,1,35,100,39.5
C,66,48,1,35,105,40.0
C,66,48,1,35,110,10.2
C,66,48,1,35,115,9.0
C,66,48,1,38,85,42.7
C,66,48,1,38,90,43.2
C,66,48,1,38,95,43.8
C,66,48,1,38,100,44.2
C,66,48,1,38,105,45.0
C,66,48,1,38,110,45.5
C,66,48,1,38,115,45.8
C,66,48,1,41,85,45.0
C,66,48,1,41,90,45.4
C,66,48,1,41,95,46.1
C,66,48,1,41,100,46.7
C,66,48,1,41,105,47.1
C,66,48,1,41,110,47.7
C,66,48,1,41,115,16.4
C,69,48,1,35,85,38.0
C,69,48,1,35,90,37.9
C,69,48,1,35,95,38.3
C,69,48,1,35,100,38.4
C,69,48,1,35,105,12.0
C,69,48,1,35,110,9.5
C,69,48,1,35,115,8.2
C,69,48,1,38,85,42.5
C,69,48,1,38,90,42.9
C,69,48,1,38,95,43.3
C,69,48,1,38,100,43.7
C,69,48,1,38,105,44.5
C,69,48,1,38,110,44.9
C,69,48,1,38,115,45.4
C,69,48,1,41,85,44.8
C,69,48,1,41,90,45.3
C,69,48,1,41,95,45.8
C,69,48,1,41,100,46.4
C,69,48,1,41,105,47.0
C,69,48,1,41,110,47.4
C,69,48,1,41,115,16.4
C,72,48,1,35,85,37.3
C,72,48,1,35,90,37.0
C,72,48,1,35,95,37.1
C,72,48,1,35,100,37.0
C,72,48,1,35,105,10.7
C,72,48,1,35,110,9.5
C,72,48,1,35,115,8.2
C,72,48,1,38,85,42.0
C,72,48,1,38,90,42.4
C,72,48,1,38,95,42.8
C,72,48,1,38,100,43.3
C,72,48,1,38,105,43.8
C,72,48,1,38,110,44.4
C,72,48,1,38,115,44.7
C,72,48,1,41,85,44.6
C,72,48,1,41,90,45.1
C,72,48,1,41,95,45.6
C,72,48,1,41,100,46.2
C,72,48,1,41,105,46.7
C,72,48,1,41,110,47.3
C,72,48,1,41,115,16.4
C,75,48,1,35,85,36.4
C,75,48,1,35,90,35.7
C,75,48,1,35,95,35.9
C,75,48,1,35,100,12.9
C,75,48,1,35,105,10.0
C,75,48,1,35,110,8.8
C,75,48,1,35,115,8.2
C,75,48,1,38,85,41.6
C,75,48,1,38,90,41.9
C,75,48,1,38,95,42.3
C,75,48,1,38,100,42.7
C,75,48,1,38,105,43.3
C,75,48,1,38,110,43.7
C,75,48,1,38,115,44.0
C,75,48,1,41,85,44.4
C,75,48,1,41,90,44.9
C,75,48,1,41,95,45.4
C,75,48,1,41,100,46.0
C,75,48,1,41,105,46.5
C,75,48,1,41,110,46.8
C,75,48,1,41,115,16.4
C,78,48,1,35,85,35.4
C,78,48,1,35,90,34.4
