,Weight,Elevators,theta,rou,result
92,0.09,0.56,0.43333333333333335,0.8666666666666667,6.8
93,0.85,0.55,0.8333333333333334,0.6,46.0
94,0.06,0.42,0.3333333333333333,0.9333333333333333,6.4
95,0.69,0.64,0.3333333333333333,0.5333333333333333,42.4
96,0.93,0.6,0.5333333333333333,0.6,44.9
97,0.8,0.43,0.7666666666666667,0.6,47.4
98,0.66,0.64,0.5333333333333333,0.8,45.3
99,0.48,0.22,0.5333333333333333,0.9333333333333333,16.4
100,0.61,0.71,0.5333333333333333,0.7333333333333333,42.1
101,0.1,0.46,0.9,0.26666666666666666,21.7
102,0.21,0.3,0.3333333333333333,0.8,11.3
103,1.0,0.75,0.8333333333333334,0.4666666666666667,40.0
104,0.3,0.64,0.43333333333333335,0.7333333333333333,38.4
105,0.55,0.25,1.0,0.3333333333333333,47.2
106,0.0,0.24,0.5333333333333333,0.8,7.5
107,0.55,0.16,0.9,0.3333333333333333,44.1
108,0.6,0.34,0.7666666666666667,0.6,47.7
109,0.24,0.28,0.6,0.6666666666666666,47.1
110,0.06,0.46,0.3333333333333333,0.7333333333333333,42.2
111,0.81,0.4,0.43333333333333335,0.9333333333333333,10.8
112,0.94,0.68,0.3333333333333333,0.6666666666666666,42.3
113,0.75,0.4,0.9,0.26666666666666666,44.6
114,0.33,0.12,0.5333333333333333,0.8666666666666667,15.3
115,0.18,0.6,0.43333333333333335,0.6666666666666666,34.3
116,0.85,0.22,0.9,0.4666666666666667,45.0
117,0.55,0.58,0.9,0.26666666666666666,35.3
118,0.24,0.44,0.5333333333333333,0.7333333333333333,46.5
119,0.66,0.64,0.5333333333333333,0.6666666666666666,44.5
120,0.12,0.36,0.43333333333333335,0.6,46.4
121,0.81,0.36,0.5333333333333333,0.9333333333333333,16.4
122,0.75,0.26,0.3333333333333333,0.5333333333333333,8.9
123,0.75,0.13,0.7666666666666667,0.26666666666666666,37.2
124,0.09,0.38,0.43333333333333335,0.8,47.4
125,0.96,0.36,0.5333333333333333,0.6,36.1
126,0.78,0.66,0.5333333333333333,0.9333333333333333,16.4
127,0.87,0.16,0.3333333333333333,0.5333333333333333,7.5
128,1.0,0.28,0.9,0.6,15.7
129,0.3,0.8,0.16666666666666666,0.7333333333333333,33.7
130,0.66,0.64,0.43333333333333335,0.7333333333333333,45.1
131,0.72,0.2,0.5333333333333333,0.9333333333333333,16.4
132,0.09,0.42,0.5333333333333333,0.8666666666666667,15.3
133,0.88,0.68,0.5333333333333333,0.8,46.0
134,0.5,0.6,0.6666666666666666,0.6666666666666666,42.3
135,0.63,0.24,0.5333333333333333,0.6666666666666666,26.5
136,0.45,0.18,0.43333333333333335,0.6,12.0
137,0.81,0.56,0.3333333333333333,0.6,40.0
138,0.99,0.46,0.5333333333333333,0.8,42.5
139,0.8,0.45,1.0,0.4,45.0
140,0.12,0.26,0.43333333333333335,0.5333333333333333,42.7
141,0.05,0.3,0.6666666666666666,0.6,47.4
142,0.45,0.28,0.5333333333333333,0.8,40.1
143,0.96,0.22,0.43333333333333335,0.6,10.8
144,0.27,0.1,0.3333333333333333,0.8,5.3
145,0.06,0.58,0.3333333333333333,0.9333333333333333,6.4
146,0.1,0.2,1.0,0.2,46.0
147,0.4,0.34,0.6,0.7333333333333333,47.5
148,0.18,0.16,0.3333333333333333,0.7333333333333333,6.8
149,0.42,0.62,0.5333333333333333,0.8666666666666667,15.3
150,0.84,0.54,0.43333333333333335,0.5333333333333333,42.2
151,0.54,0.34,0.43333333333333335,0.6666666666666666,36.6
152,0.6,0.2,0.43333333333333335,0.6,12.0
153,0.75,0.22,0.5333333333333333,0.6,22.6
154,0.12,0.34,0.3333333333333333,0.6,44.7
155,0.6,0.48,0.3333333333333333,0.9333333333333333,9.8
156,0.35,0.3,0.16666666666666666,0.7333333333333333,4.9
157,1.0,0.49,0.7666666666666667,0.6,47.1
158,0.12,0.62,0.3333333333333333,0.6666666666666666,30.3
159,0.54,0.54,0.5333333333333333,0.6,45.3
160,0.95,0.49,0.7666666666666667,0.3333333333333333,44.2
161,0.65,0.4,0.8333333333333334,0.5333333333333333,47.5
162,0.9,0.12,0.3333333333333333,0.7333333333333333,6.0
163,0.48,0.36,0.43333333333333335,0.7333333333333333,41.1
164,0.25,0.13,0.9,0.6,15.7
165,0.97,0.68,0.3333333333333333,0.8666666666666667,43.7
166,0.05,0.58,0.7666666666666667,0.5333333333333333,3.4
167,0.1,0.1,0.9,0.5333333333333333,1.3
168,0.7,0.68,0.43333333333333335,0.6,43.4
169,0.55,0.5,1.0,0.3333333333333333,39.1
170,0.0,0.54,0.43333333333333335,0.8666666666666667,6.8
171,0.51,0.48,0.43333333333333335,0.8,46.7
172,0.15,0.42,0.43333333333333335,0.9333333333333333,7.2
173,0.06,0.18,0.43333333333333335,0.9333333333333333,7.2
174,0.45,0.48,0.5333333333333333,0.6,46.0
175,0.84,0.24,0.5333333333333333,0.8,14.5
176,0.84,0.24,0.5333333333333333,0.6,23.4
177,0.96,0.64,0.3333333333333333,0.6,40.5
178,0.12,0.26,0.43333333333333335,0.8,44.6
179,0.72,0.24,0.5333333333333333,0.6,26.8
180,0.85,0.49,0.7666666666666667,0.6,47.2
181,0.21,0.32,0.3333333333333333,0.8666666666666667,11.6
182,0.84,0.48,0.43333333333333335,0.8666666666666667,41.3
183,0.45,0.26,0.3333333333333333,0.7333333333333333,7.5
184,0.42,0.36,0.43333333333333335,0.8,43.8
185,0.27,0.42,0.43333333333333335,0.8,47.8
186,0.18,0.42,0.43333333333333335,0.6666666666666666,46.2
187,0.81,0.59,0.6,0.8,46.9
188,0.6,0.46,0.3333333333333333,0.6666666666666666,39.5
189,1.0,0.39,0.6,0.8666666666666667,40.9
190,0.88,0.54,0.6,0.8,47.2
191,0.0,0.26,0.5333333333333333,0.6,47.8
192,0.06,0.34,0.3333333333333333,0.8666666666666667,48.2
193,0.5,0.31,0.9,0.3333333333333333,46.5
194,0.45,0.1,0.5333333333333333,0.8666666666666667,15.3
195,0.5,0.45,0.6,0.7333333333333333,47.9
196,0.7,0.31,0.7666666666666667,0.4666666666666667,45.7
197,0.68,0.43,0.6,0.8,47.3
198,0.24,0.62,0.43333333333333335,0.9333333333333333,7.2
199,0.81,0.4,0.6,0.8,44.7
200,0.21,0.28,0.5333333333333333,0.6,45.6
201,0.87,0.6,0.5333333333333333,0.9333333333333333,16.4
202,0.6,0.4,0.43333333333333335,0.7333333333333333,41.1
203,0.12,0.25,0.6,0.6666666666666666,47.8
204,0.15,0.16,0.3333333333333333,0.8,6.9
205,0.95,0.65,0.6,0.8666666666666667,47.2
206,0.69,0.5,0.3333333333333333,0.5333333333333333,39.3
207,0.66,0.24,0.43333333333333335,0.6,13.2
208,0.03,0.62,0.5333333333333333,0.6666666666666666,13.0
209,0.09,0.56,0.5333333333333333,0.5333333333333333,25.4
210,0.54,0.66,0.5333333333333333,0.6,41.8
211,0.93,0.1,0.5333333333333333,0.5333333333333333,13.9
212,0.09,0.42,0.5333333333333333,0.6,42.3
213,0.45,0.16,0.5333333333333333,0.8666666666666667,15.3
214,0.45,0.52,0.43333333333333335,0.8666666666666667,47.2
215,0.24,0.66,0.3333333333333333,0.6,36.3
216,0.87,0.26,0.5333333333333333,0.6,25.7
217,0.0,0.2,0.43333333333333335,0.8666666666666667,6.8
218,0.63,0.5,0.5333333333333333,0.8666666666666667,48.0
219,0.75,0.14,0.5333333333333333,0.9333333333333333,16.4
220,0.45,0.1,0.3333333333333333,0.6666666666666666,6.5
221,0.7,0.35,0.8333333333333334,0.5333333333333333,47.6
222,0.0,0.4,0.3333333333333333,0.7333333333333333,44.0
223,0.35,0.3,1.0,0.26666666666666666,45.3
224,0.54,0.62,0.43333333333333335,0.6,43.6
225,0.06,0.38,0.3333333333333333,0.8,47.1
226,0.2,0.1,0.7666666666666667,0.3333333333333333,39.1
227,0.6,0.22,0.3333333333333333,0.6,7.8
228,0.72,0.22,0.3333333333333333,0.5333333333333333,8.9
229,0.3,0.58,0.3333333333333333,0.8,43.1
230,0.35,0.25,0.7666666666666667,0.3333333333333333,45.6
231,0.49,0.68,0.3333333333333333,0.6,42.0
232,0.12,0.32,0.43333333333333335,0.6,46.1
233,0.35,0.46,0.9,0.6,15.7
234,0.69,0.22,0.5333333333333333,0.5333333333333333,27.1
235,1.0,0.55,0.9,0.6,15.7
236,0.93,0.41,0.6,0.8666666666666667,43.7
237,0.45,0.22,0.5333333333333333,0.9333333333333333,16.4
238,0.24,0.44,0.3333333333333333,0.8666666666666667,47.4
239,0.21,0.18,0.3333333333333333,0.8666666666666667,6.4
240,0.81,0.58,0.3333333333333333,0.6666666666666666,41.7
241,0.42,0.32,0.5333333333333333,0.8,45.1
242,0.1,0.34,0.7666666666666667,0.4,43.0
243,0.03,0.1,0.5333333333333333,0.8,7.5
244,0.06,0.4,0.3333333333333333,0.8,46.4
245,0.54,0.56,0.43333333333333335,0.7333333333333333,45.7
246,0.64,0.32,0.6,0.8,42.6
247,0.95,0.31,0.9,0.6,15.7
248,0.66,0.48,0.6,0.8,48.0
249,0.06,0.14,0.43333333333333335,0.6,15.3
250,0.52,0.57,0.6,0.7333333333333333,45.3
251,0.3,0.38,0.5333333333333333,0.6,46.8
252,0.6,0.16,0.3333333333333333,0.7333333333333333,6.0
253,0.5,0.58,0.7666666666666667,0.26666666666666666,37.0
254,0.9,0.55,0.7666666666666667,0.6,46.2
255,0.81,0.5,0.43333333333333335,0.8,43.1
256,0.51,0.6,0.5333333333333333,0.7333333333333333,44.5
257,0.57,0.56,0.6,0.8,46.6
258,0.87,0.43,0.6,0.8,45.1
259,0.48,0.62,0.3333333333333333,0.6666666666666666,43.8
260,0.03,0.58,0.43333333333333335,0.9333333333333333,7.2
261,0.03,0.42,0.5333333333333333,0.5333333333333333,38.3
262,0.81,0.66,0.43333333333333335,0.6666666666666666,44.5
263,0.54,0.34,0.43333333333333335,0.7333333333333333,36.0
264,0.15,0.4,0.3333333333333333,0.5333333333333333,44.6
265,0.03,0.12,0.5333333333333333,0.8666666666666667,15.3
266,0.25,0.6,0.16666666666666666,0.7333333333333333,42.1
267,0.42,0.6,0.5333333333333333,0.7333333333333333,42.6
268,0.81,0.4,0.3333333333333333,0.7333333333333333,8.3
269,0.54,0.42,0.43333333333333335,0.7333333333333333,43.9
270,0.81,0.12,0.5333333333333333,0.8666666666666667,9.2
271,0.12,0.6,0.3333333333333333,0.9333333333333333,6.4
272,0.84,0.42,0.5333333333333333,0.8,42.7
273,0.51,0.26,0.3333333333333333,0.5333333333333333,10.7
274,0.42,0.56,0.3333333333333333,0.5333333333333333,43.3
275,0.27,0.18,0.3333333333333333,0.5333333333333333,9.5
276,0.09,0.58,0.5333333333333333,0.8,7.5
277,0.3,0.5,0.3333333333333333,0.7333333333333333,45.6
278,0.06,0.26,0.5333333333333333,0.9333333333333333,16.4
279,0.54,0.34,0.43333333333333335,0.8666666666666667,35.0
280,0.24,0.48,0.43333333333333335,0.7333333333333333,45.4
281,0.09,0.18,0.3333333333333333,0.6,9.8
282,0.6,0.36,0.3333333333333333,0.8666666666666667,7.2
283,0.63,0.52,0.3333333333333333,0.7333333333333333,42.9
284,0.95,0.55,0.8333333333333334,0.6,46.4
285,0.2,0.58,0.7666666666666667,0.5333333333333333,3.4
286,0.57,0.28,0.3333333333333333,0.8,7.0
287,0.93,0.24,0.5333333333333333,0.9333333333333333,10.2
288,0.15,0.58,0.7666666666666667,0.3333333333333333,18.0
289,0.72,0.28,0.3333333333333333,0.8,6.2
290,0.54,0.28,0.5333333333333333,0.8,36.5
291,0.05,0.28,0.7666666666666667,0.6,14.8
292,0.81,0.52,0.5333333333333333,0.8666666666666667,47.1
293,0.3,0.66,0.5333333333333333,0.8,33.9
294,0.15,0.12,0.3333333333333333,0.8666666666666667,5.5
295,0.15,0.6,0.43333333333333335,0.6666666666666666,31.6
296,0.93,0.58,0.5333333333333333,0.7333333333333333,46.0
297,0.06,0.58,0.5333333333333333,0.8,7.5
298,0.03,0.36,0.3333333333333333,0.8,47.4
299,0.99,0.22,0.5333333333333333,0.6666666666666666,15.1
300,0.7,0.1,0.9,0.3333333333333333,40.1
301,0.0,0.24,0.5333333333333333,0.8666666666666667,15.3
302,0.1,0.65,0.3333333333333333,0.06666666666666667,26.8
303,0.4,0.64,0.9,0.4,27.3
304,0.93,0.6,0.3333333333333333,0.6,39.6
305,0.12,0.42,0.5333333333333333,0.6666666666666666,44.1
306,0.2,0.1,1.0,0.2,44.8
307,0.2,0.55,0.7666666666666667,0.4,26.6
308,0.69,0.28,0.43333333333333335,0.6666666666666666,13.5
309,0.03,0.52,0.5333333333333333,0.5333333333333333,22.9
310,0.81,0.26,0.43333333333333335,0.6,12.6
311,0.51,0.52,0.43333333333333335,0.8,46.8
312,0.42,0.48,0.3333333333333333,0.6666666666666666,44.5
313,0.81,0.5,0.5333333333333333,0.6,44.8
314,0.93,0.12,0.5333333333333333,0.5333333333333333,15.0
315,0.21,0.14,0.5333333333333333,0.9333333333333333,16.4
316,0.39,0.62,0.3333333333333333,0.7333333333333333,43.5
317,0.06,0.36,0.43333333333333335,0.7333333333333333,47.2
318,0.0,0.55,0.5,0.7333333333333333,16.6
319,0.15,0.52,0.7666666666666667,0.3333333333333333,26.0
320,0.2,0.64,0.9,0.4666666666666667,0.4
321,0.54,0.14,0.3333333333333333,0.8666666666666667,5.5
322,0.54,0.14,0.5333333333333333,0.8666666666666667,15.3
323,0.39,0.42,0.43333333333333335,0.8666666666666667,47.5
324,0.06,0.16,0.43333333333333335,0.7333333333333333,13.2
325,0.6,0.3,0.5333333333333333,0.8666666666666667,36.4
326,0.12,0.36,0.3333333333333333,0.6666666666666666,45.9
327,0.81,0.22,0.3333333333333333,0.7333333333333333,6.0
328,0.96,0.5,0.3333333333333333,0.5333333333333333,31.0
329,0.75,0.45,0.8333333333333334,0.6,15.4
330,0.94,0.58,0.6,0.8666666666666667,47.8
331,0.15,0.24,0.3333333333333333,0.9333333333333333,7.4
332,0.33,0.28,0.43333333333333335,0.6,37.0
333,0.39,0.22,0.3333333333333333,0.6666666666666666,8.0
334,0.33,0.54,0.43333333333333335,0.5333333333333333,43.2
335,0.15,0.52,0.43333333333333335,0.6666666666666666,39.6
336,0.34,0.43,0.6,0.7333333333333333,47.7
337,0.65,0.1,0.7666666666666667,0.4666666666666667,33.7
338,0.2,0.46,0.7666666666666667,0.26666666666666666,35.6
339,0.12,0.2,0.6,0.6666666666666666,44.2
340,0.4,0.4,0.7666666666666667,0.3333333333333333,44.2
341,0.3,0.2,0.3333333333333333,0.5333333333333333,10.1
342,0.81,0.5,0.5333333333333333,0.8,46.4
343,1.0,0.7,0.3333333333333333,1.0,10.7
344,0.0,0.34,0.43333333333333335,0.8666666666666667,6.8
345,0.51,0.1,0.5333333333333333,0.6666666666666666,12.0
346,0.51,0.14,0.5333333333333333,0.8666666666666667,15.3
347,0.8,0.64,0.9,0.5333333333333333,1.3
348,0.9,0.75,0.5,0.9333333333333333,45.7
349,0.39,0.24,0.43333333333333335,0.6,23.1
350,0.12,0.4,0.5333333333333333,0.9333333333333333,16.4
351,0.96,0.62,0.5333333333333333,0.5333333333333333,44.2
352,0.15,0.22,0.7666666666666667,0.4,47.1
353,0.85,0.5,0.6666666666666666,0.8,48.0
354,0.27,0.66,0.3333333333333333,0.9333333333333333,37.6
355,0.6,0.42,0.43333333333333335,0.7333333333333333,42.5
356,0.51,0.22,0.5333333333333333,0.9333333333333333,16.4
357,0.06,0.32,0.43333333333333335,0.6,46.7
358,0.18,0.18,0.3333333333333333,0.9333333333333333,5.7
359,0.1,0.49,0.9,0.4666666666666667,0.4
360,0.84,0.24,0.3333333333333333,0.6666666666666666,7.3
361,0.42,0.5,0.5333333333333333,0.9333333333333333,16.4
362,0.6,0.48,0.6,0.8,48.0
363,0.54,0.32,0.43333333333333335,0.7333333333333333,31.2
364,0.75,0.22,0.7666666666666667,0.4,41.5
365,0.87,0.54,0.3333333333333333,0.6666666666666666,37.9
366,0.24,0.52,0.3333333333333333,0.8,44.8
367,0.48,0.64,0.3333333333333333,0.9333333333333333,45.1
368,0.15,0.31,0.7666666666666667,0.3333333333333333,45.0
369,0.0,0.28,0.5333333333333333,0.6,47.7
370,0.45,0.66,0.5333333333333333,0.6,39.6
371,0.12,0.54,0.43333333333333335,0.7333333333333333,35.6
372,0.62,0.52,0.6,0.8,47.6
373,0.78,0.46,0.43333333333333335,0.9333333333333333,41.7
374,0.7,0.4,0.6,0.8,46.1
375,0.57,0.2,0.5333333333333333,0.6666666666666666,20.2
376,0.63,0.3,0.43333333333333335,0.7333333333333333,13.2
377,0.21,0.38,0.43333333333333335,0.8666666666666667,6.8
378,0.57,0.62,0.5333333333333333,0.9333333333333333,16.4
379,0.9,0.1,0.7666666666666667,0.4,33.0
380,0.03,0.18,0.3333333333333333,0.5333333333333333,14.5
381,0.03,0.34,0.5333333333333333,0.7333333333333333,6.3
382,0.99,0.24,0.43333333333333335,0.6666666666666666,9.7
383,0.63,0.1,0.5333333333333333,0.7333333333333333,10.2
384,0.79,0.47,0.6,0.8,47.0
385,0.66,0.62,0.5333333333333333,0.7333333333333333,45.5
386,0.84,0.6,0.3333333333333333,0.8,42.6
387,0.72,0.2,0.43333333333333335,0.9333333333333333,6.7
388,0.25,0.52,0.9,0.6,15.7
389,0.21,0.6,0.5333333333333333,0.6666666666666666,33.1
390,0.72,0.32,0.3333333333333333,0.6,9.2
391,0.81,0.12,0.43333333333333335,0.9333333333333333,5.8
392,0.75,0.44,0.43333333333333335,0.6666666666666666,40.0
393,0.12,0.3,0.43333333333333335,0.6,45.6
394,0.27,0.5,0.3333333333333333,0.9333333333333333,46.9
395,0.22,0.4,0.6,0.6666666666666666,46.7
396,0.72,0.3,0.5333333333333333,0.6666666666666666,34.3
397,0.63,0.4,0.5333333333333333,0.5333333333333333,43.8
398,0.7,0.68,0.3333333333333333,0.6666666666666666,43.6
399,0.96,0.48,0.3333333333333333,0.5333333333333333,27.3
400,0.99,0.5,0.3333333333333333,0.9333333333333333,7.4
401,0.25,0.25,0.6666666666666666,0.6666666666666666,47.2
402,0.96,0.28,0.43333333333333335,0.9333333333333333,7.6
403,0.5,0.4,0.7666666666666667,0.4666666666666667,46.4
404,0.45,0.12,0.5333333333333333,0.8666666666666667,15.3
405,0.1,0.22,0.6,0.6666666666666666,46.5
406,0.18,0.18,0.3333333333333333,0.6666666666666666,8.0
407,0.74,0.54,0.6,0.8,47.5
408,0.21,0.48,0.3333333333333333,0.6,44.4
409,0.96,0.46,0.43333333333333335,0.8,35.6
410,0.12,0.52,0.5333333333333333,0.6666666666666666,34.3
411,0.81,0.34,0.43333333333333335,0.6666666666666666,16.8
412,0.33,0.32,0.3333333333333333,0.5333333333333333,34.5
413,0.6,0.54,0.43333333333333335,0.6,44.6
414,0.6,0.1,0.3333333333333333,0.9333333333333333,4.8
415,0.63,0.38,0.5333333333333333,0.5333333333333333,43.1
416,0.57,0.14,0.3333333333333333,0.8666666666666667,5.5
417,0.87,0.66,0.43333333333333335,0.9333333333333333,46.5
418,0.85,0.28,0.7666666666666667,0.3333333333333333,42.8
419,0.57,0.52,0.43333333333333335,0.8666666666666667,47.1
420,0.93,0.1,0.3333333333333333,0.5333333333333333,6.8
421,0.57,0.16,0.5333333333333333,0.8,11.9
422,0.82,0.71,0.3333333333333333,0.7333333333333333,43.9
423,0.85,0.16,0.9,0.4,42.3
424,0.0,0.55,0.5666666666666667,0.7333333333333333,6.5
425,0.5,0.49,0.9,0.3333333333333333,40.4
426,0.45,0.46,0.43333333333333335,0.8,47.1
427,0.99,0.66,0.5333333333333333,0.5333333333333333,44.0
428,0.81,0.36,0.5333333333333333,0.6,38.8
429,0.39,0.26,0.43333333333333335,0.6,29.6
430,0.24,0.66,0.43333333333333335,0.5333333333333333,33.3
431,0.06,0.54,0.43333333333333335,0.6666666666666666,28.8
432,0.09,0.6,0.43333333333333335,0.5333333333333333,25.4
433,0.72,0.16,0.43333333333333335,0.9333333333333333,6.7
434,0.57,0.34,0.3333333333333333,0.5333333333333333,16.6
435,0.65,0.58,0.7666666666666667,0.3333333333333333,40.4
436,0.45,0.44,0.43333333333333335,0.5333333333333333,44.3
437,0.87,0.14,0.43333333333333335,0.8666666666666667,6.6
438,0.2,0.52,0.9,0.5333333333333333,1.3
439,0.45,0.28,0.7666666666666667,0.26666666666666666,44.9
440,0.99,0.6,0.3333333333333333,0.8666666666666667,10.2
441,0.72,0.42,0.5333333333333333,0.8666666666666667,45.2
442,0.36,0.52,0.5333333333333333,0.8666666666666667,15.3
443,0.8,0.16,0.9,0.4666666666666667,42.7
444,0.03,0.56,0.43333333333333335,0.6,22.2
445,0.7,0.16,0.9,0.3333333333333333,43.0
446,0.33,0.42,0.5333333333333333,0.5333333333333333,45.9
447,0.81,0.32,0.43333333333333335,0.5333333333333333,23.9
448,1.0,0.58,0.6,0.8666666666666667,47.5
449,0.65,0.25,0.5,0.8666666666666667,12.0
450,1.0,0.43,0.9,0.26666666666666666,44.3
451,0.25,0.52,0.7666666666666667,0.4666666666666667,34.5
452,0.45,0.48,0.3333333333333333,0.6,43.5
453,0.75,0.26,0.5333333333333333,0.5333333333333333,31.1
454,0.09,0.5,0.43333333333333335,0.6,37.6
455,0.63,0.66,0.5333333333333333,0.7333333333333333,44.2
456,0.44,0.54,0.6,0.7333333333333333,45.2
457,0.67,0.71,0.3333333333333333,0.9333333333333333,45.1
458,0.65,0.19,0.9,0.4666666666666667,45.2
459,0.72,0.58,0.3333333333333333,0.7333333333333333,43.5
460,0.21,0.66,0.5333333333333333,0.5333333333333333,27.2
461,0.35,0.55,0.9,0.4666666666666667,0.4
462,0.27,0.34,0.5333333333333333,0.6,46.6
463,0.4,0.61,0.9,0.4666666666666667,0.4
464,0.39,0.24,0.43333333333333335,0.5333333333333333,27.3
465,0.12,0.66,0.3333333333333333,0.5333333333333333,27.0
466,0.3,0.38,0.3333333333333333,0.8,44.0
467,0.06,0.2,0.3333333333333333,0.6666666666666666,10.1
468,0.21,0.48,0.43333333333333335,0.8,45.3
469,0.48,0.32,0.3333333333333333,0.5333333333333333,19.3
