,Weight,Elevators,theta,rou,result
472,65,5,36,100,6.0
561,65,80,43,105,38.4
21077,9,60,41,100,20.0
8960,12,26,41,95,46.8
4537,96,12,35,100,6.0
8373,30,24,41,100,39.9
3998,18,12,38,100,9.2
16279,39,46,38,85,44.8
19652,9,56,41,115,16.4
18526,54,52,38,85,44.3
27432,70,40,52,80,46.8
16660,93,46,38,100,36.7
16656,93,46,35,115,6.6
13826,96,38,38,100,13.3
18283,18,52,41,95,38.8
13468,45,38,38,95,43.3
13441,42,38,35,100,38.9
12832,57,36,35,100,9.0
13824,96,38,38,90,25.1
12584,21,36,38,85,45.3
5115,75,14,41,85,17.1
18183,6,52,35,85,36.3
26487,100,28,48,65,41.9
26432,75,28,48,90,44.9
17331,87,48,38,95,40.1
18288,21,52,35,85,42.6
3443,42,10,35,90,6.3
8557,57,24,38,110,9.0
9064,27,26,41,90,42.9
8836,96,24,41,105,13.3
9127,36,26,41,90,40.5
8706,78,24,41,85,27.7
6920,27,20,38,115,7.2
3244,12,10,38,110,6.8
17525,12,50,41,85,36.2
1395,50,15,55,70,45.8
18168,3,52,35,115,6.4
14476,87,40,38,100,28.1
18020,84,50,35,110,8.8
12658,30,36,41,105,48.4
14646,9,42,38,110,6.8
11367,51,32,38,90,35.7
23408,36,66,41,100,37.2
28815,20,58,48,65,22.4
25746,0,22,48,80,48.1
23211,9,66,38,95,18.7
21807,12,62,38,110,6.8
22942,72,64,38,115,46.8
12298,81,34,41,90,37.2
27102,40,37,48,80,46.7
22764,48,64,35,100,43.9
23346,27,66,41,105,7.5
1814,84,49,43,105,46.9
28854,35,58,48,80,33.5
8061,87,22,41,115,16.4
27953,80,46,48,75,45.4
21550,78,60,38,85,43.3
15384,12,44,41,90,42.1
2468,42,36,43,100,47.8
6655,93,18,35,85,7.5
1898,81,58,43,105,47.1
9171,42,26,41,100,38.4
2981,16,17,43,95,38.8
22946,72,64,41,100,45.5
8326,24,24,38,110,13.2
15921,90,44,35,115,6.6
813,80,20,50,90,42.3
29114,35,61,52,90,15.7
22213,69,62,41,110,46.6
8608,66,24,35,85,8.9
28893,50,58,52,65,33.8
1148,10,20,45,90,46.6
14142,39,40,38,110,46.9
19684,15,56,38,100,35.9
9895,45,28,35,115,6.6
18171,3,52,38,95,27.5
26404,65,28,48,70,44.2
27998,95,46,52,90,15.7
12474,6,36,35,95,46.4
14997,60,42,35,115,8.2
3027,18,26,43,95,47.2
5140,78,14,41,105,10.5
11653,93,32,35,85,9.5
11312,42,32,41,95,44.1
12464,3,36,38,115,7.2
9529,93,26,41,105,14.5
24117,76,68,38,110,45.9
890,55,40,50,85,47.3
29368,40,64,48,70,31.5
22114,57,62,35,105,45.2
9567,99,26,41,85,26.1
19088,33,54,35,95,44.5
15320,3,44,41,85,35.7
7078,51,20,35,100,6.8
10024,63,28,38,95,14.7
10324,3,30,41,90,47.4
21440,63,60,35,95,43.8
18335,27,52,35,110,45.9
27954,80,46,48,80,46.1
23142,0,66,35,100,13.1
13499,48,38,41,110,15.3
3494,48,10,38,100,7.7
6934,30,20,35,115,5.7
8989,18,26,35,100,10.4
1585,90,45,43,110,46.1
21910,27,62,38,100,38.4
19280,60,54,35,110,45.2
4464,84,12,41,85,15.0
20474,27,58,35,95,41.8
6641,90,18,38,85,11.1
6965,33,20,41,95,31.1
10598,42,30,41,95,42.6
20974,96,58,41,110,47.0
5712,60,16,35,95,6.6
17197,69,48,35,90,37.9
25062,30,13,48,80,40.2
1649,92,42,43,110,44.4
25941,80,22,52,65,44.1
21495,69,60,41,90,44.8
11152,21,32,35,100,41.4
8378,33,24,35,90,9.8
9944,51,28,38,115,7.2
6624,87,18,38,105,8.0
18753,87,52,35,100,12.9
15641,48,44,41,115,16.4
1787,87,46,43,105,46.2
18911,6,54,41,85,24.1
22394,96,62,38,105,44.8
6451,63,18,35,115,5.6
9047,24,26,41,110,15.3
4151,39,12,41,95,13.8
28614,40,55,48,80,38.2
126,40,90,30,100,33.3
21739,3,62,38,85,16.6
22590,21,64,41,105,7.5
9958,54,28,35,115,6.5
11870,21,34,38,85,44.9
8380,33,24,35,100,7.5
3104,12,42,43,95,42.8
9654,9,28,41,100,48.6
260,55,40,40,90,44.1
12018,42,34,38,90,40.8
2682,30,42,43,100,47.5
20332,6,58,38,85,22.9
11476,66,32,38,110,10.5
8733,81,24,41,115,16.4
18391,33,52,41,110,15.3
29192,70,61,48,90,42.8
20764,66,58,41,110,47.1
28809,15,58,52,65,12.5
2384,50,49,43,100,47.3
21279,39,60,38,95,43.1
28147,55,49,48,85,45.1
16719,0,48,35,115,6.4
16357,51,46,35,90,41.7
22999,81,64,38,85,43.3
25243,0,16,48,85,3.4
18530,54,52,38,105,46.8
6244,33,18,38,95,11.6
2168,66,47,43,105,47.9
15798,72,44,38,95,40.7
25406,65,16,52,90,15.7
8009,81,22,38,100,9.2
19812,33,56,38,110,44.6
5192,87,14,38,85,10.5
1538,100,53,43,110,47.0
19127,36,54,41,115,16.4
17214,69,48,41,105,47.0
16020,3,46,35,85,39.9
19775,27,56,41,100,40.4
11532,75,32,35,110,6.4
29509,95,64,52,85,42.8
5253,96,14,35,110,5.5
7294,81,20,38,95,9.7
17325,87,48,35,100,9.7
13273,18,38,35,100,46.1
16295,42,46,35,95,44.0
3977,15,12,38,100,9.2
4279,57,12,41,105,10.4
15141,81,42,35,100,9.0
13784,90,38,38,100,15.0
26385,55,28,52,65,45.8
22925,69,64,41,100,45.3
21060,9,60,35,85,30.2
705,95,60,40,110,46.2
28322,20,52,52,90,15.7
17365,93,48,35,90,14.5
7007,39,20,41,95,27.8
7158,60,20,41,115,16.4
10354,9,30,35,100,44.6
10728,60,30,41,115,16.4
21688,96,60,41,110,46.8
22657,33,64,35,90,40.8
28014,0,49,48,80,13.3
21253,36,60,35,105,44.0
22646,30,64,38,105,38.3
8835,96,24,41,100,14.9
16631,90,46,35,95,10.8
3631,69,10,35,85,6.8
4633,6,14,41,90,32.3
25549,20,19,52,85,1.3
17355,90,48,38,110,39.8
21261,36,60,38,110,43.4
9431,81,26,35,105,6.2
23095,93,64,41,110,47.0
11680,96,32,35,115,5.7
28207,80,49,48,85,46.5
16718,0,48,35,110,33.1
24595,82,71,38,85,42.7
25249,0,16,52,85,1.3
23254,15,66,38,100,24.8
15682,54,44,41,110,15.3
13964,15,40,35,95,46.0
26384,55,28,48,90,46.8
4174,42,12,41,105,11.2
4897,45,14,35,115,5.6
24236,94,68,35,110,43.9
19930,51,56,35,105,45.5
27530,5,43,52,90,15.7
23059,90,64,35,105,43.1
15206,90,42,35,110,7.2
29506,95,64,52,70,40.5
6946,30,20,41,105,29.4
26864,45,34,48,90,14.8
3556,57,10,38,95,8.2
7280,78,20,41,95,16.2
9891,45,28,35,95,8.8
772,100,55,50,95,47.2
1629,97,53,43,110,47.3
11738,3,34,35,90,45.9
16329,45,46,41,90,46.2
14152,42,40,35,90,40.1
279,45,25,40,100,30.7
25756,5,22,48,70,46.7
20916,90,58,35,100,40.5
19661,12,56,38,90,33.5
28291,10,52,48,85,3.4
19196,48,54,35,110,46.3
14404,78,40,35,90,11.1
19523,93,54,41,100,45.5
15874,84,44,35,90,12.9
7479,6,22,35,110,8.0
19506,93,54,35,85,36.2
5030,63,14,38,115,6.7
2768,28,17,43,95,34.3
4173,42,12,41,100,12.3
24773,15,10,48,75,39.3
6701,99,18,35,105,5.4
14419,78,40,41,95,42.0
10304,0,30,41,95,47.8
25587,40,19,48,65,43.0
25690,80,19,52,70,43.6
22804,54,64,35,90,43.3
7214,69,20,38,115,6.7
23871,40,68,41,105,37.9
14960,54,42,38,105,44.6
11583,81,32,41,85,36.3
28422,65,52,48,80,44.4
7030,42,20,41,105,19.5
19251,54,54,41,105,47.0
13988,18,40,35,110,47.6
24400,55,71,35,90,41.9
8882,3,26,35,90,42.0
8047,87,22,35,115,5.7
17990,78,50,41,100,46.2
21665,93,60,41,100,46.1
873,60,20,50,85,44.0
18899,6,54,35,95,33.6
18051,87,50,41,90,44.3
7506,9,22,38,105,39.7
4660,12,14,35,85,9.5
26854,40,34,52,70,45.6
29172,60,61,52,80,37.0
7806,51,22,41,100,23.8
12007,39,34,41,105,46.6
14867,42,42,35,95,42.1
28874,40,58,52,90,15.7
8652,72,24,35,95,7.3
25698,85,19,48,80,39.1
22228,72,62,38,115,46.9
19973,57,56,35,110,45.8
16959,33,48,41,90,45.1
4607,3,14,38,100,11.3
17437,0,50,38,100,25.4
23628,69,66,35,115,45.9
23700,78,66,41,90,44.1
9652,9,28,41,90,47.3
22684,36,64,38,85,39.7
24519,70,71,41,90,42.5
25806,25,22,48,80,46.9
6149,18,18,41,110,15.3
8793,90,24,41,100,15.5
12312,84,34,38,90,21.6
10447,21,30,38,110,6.8
5374,12,16,35,85,10.1
20801,72,58,41,85,44.5
874,60,25,50,85,46.3
26036,15,25,48,90,14.8
20552,36,58,41,100,41.9
28406,55,52,52,90,15.7
24018,61,68,41,105,43.4
7688,36,22,35,105,7.0
5051,66,14,38,115,6.7
9733,21,28,38,110,6.8
4422,78,12,41,85,15.5
28986,90,58,48,80,44.1
21673,96,60,35,105,40.2
20055,69,56,35,100,43.2
20874,84,58,35,100,41.7
8268,15,24,41,100,45.1
10472,24,30,41,95,46.4
923,40,50,50,80,40.4
13789,90,38,41,90,38.8
29188,70,61,48,70,40.1
28853,35,58,48,75,33.0
17714,39,50,41,85,44.6
2349,52,40,43,100,47.7
2027,70,56,43,105,47.3
17349,90,48,35,115,7.4
9764,27,28,35,90,16.0
6717,99,18,41,115,8.6
2597,40,25,43,100,41.8
4155,39,12,41,115,16.4
905,50,60,50,85,38.0
28255,100,49,48,85,46.4
22708,39,64,38,100,41.7
17631,27,50,41,90,43.3
16014,0,46,41,90,27.9
22815,54,64,38,110,45.0
28273,0,52,52,85,1.3
17571,18,50,41,105,7.5
9720,18,28,41,115,16.4
15322,3,44,41,95,36.0
28050,15,49,48,80,30.2
25180,80,13,48,70,36.4
20890,84,58,41,110,47.3
20849,78,58,41,115,16.4
18605,66,52,35,95,41.7
20781,69,58,41,90,45.0
7200,66,20,41,115,16.4
24709,97,71,41,95,44.5
16575,81,46,38,95,40.0
22651,30,64,41,95,35.6
1349,75,10,55,75,42.6
16884,24,48,35,100,45.7
15567,39,44,38,95,45.9
6031,3,18,35,115,6.4
24482,64,71,41,115,16.4
18988,18,54,38,85,39.1
18776,90,52,35,110,8.8
19723,21,56,38,85,39.0
25094,40,13,52,90,15.7
25910,65,22,52,90,15.7
17425,99,48,41,110,43.8
7963,75,22,35,115,5.7
660,85,75,43,105,43.9
20685,57,58,35,100,44.7
28776,0,58,52,80,0.4
2433,42,30,43,100,45.6
26101,40,25,52,85,1.3
24439,58,71,41,110,15.3
24796,25,10,48,70,38.6
8150,0,24,35,105,42.6
24835,40,10,48,85,34.7
7883,63,22,38,100,9.2
26872,50,34,48,70,45.5
25130,55,13,52,90,15.7
7014,42,20,35,95,7.3
152,55,70,30,100,42.5
13508,51,38,38,85,41.2
4863,39,14,41,85,21.7
25162,70,13,52,70,41.7
26609,45,31,48,75,46.4
18918,9,54,35,85,36.7
20406,15,58,41,105,7.5
13672,75,38,35,100,8.3
861,65,20,50,85,43.5
15945,93,44,38,95,35.0
7085,51,20,38,100,9.9
16772,6,48,41,100,32.9
24787,20,10,48,85,3.4
4812,33,14,35,110,5.5
17372,93,48,38,90,38.7
18326,24,52,41,100,42.0
7225,72,20,35,100,6.0
23775,90,66,35,115,44.6
18591,63,52,38,95,44.9
17235,72,48,41,105,46.7
10448,21,30,38,115,7.2
28349,35,52,48,75,38.2
21935,30,62,41,85,36.5
20052,69,56,35,85,41.6
21048,6,60,38,95,21.0
15307,3,44,35,90,41.8
16813,12,48,41,95,38.8
26297,20,28,48,75,46.9
9174,42,26,41,115,16.4
15985,99,44,38,85,34.8
20266,99,56,35,105,10.0
28537,5,55,52,85,1.3
12946,72,36,38,110,11.9
23365,30,66,41,95,34.0
22400,96,62,41,100,46.1
19163,42,54,41,85,43.5
9984,57,28,38,105,10.9
19494,90,54,38,95,42.5
29276,0,64,48,90,14.8
8137,99,22,38,110,7.4
19557,99,54,38,95,41.1
24848,45,10,48,90,14.8
2711,38,47,43,100,46.9
5158,81,14,41,90,14.2
9597,3,28,35,95,44.7
28670,60,55,52,90,15.7
2850,24,31,43,95,47.9
24701,97,71,38,90,43.4
12879,63,36,38,90,36.1
22211,69,62,41,100,45.7
15294,0,44,38,95,36.9
1410,45,45,55,65,39.3
29214,80,61,48,80,42.8
5217,90,14,38,105,7.2
8211,9,24,35,95,33.3
16677,96,46,35,115,6.6
11788,9,34,38,95,47.1
1374,65,45,55,70,42.9
10563,39,30,35,95,10.1
7215,69,20,41,85,24.2
9223,51,26,35,115,5.7
2580,46,58,43,100,43.7
6583,81,18,38,110,7.4
5261,96,14,38,115,6.7
12718,39,36,41,90,45.7
25355,45,16,52,75,45.0
12727,42,36,35,100,12.3
12683,36,36,35,90,38.1
25711,90,19,48,85,38.1
28211,80,49,52,75,44.5
1307,100,85,55,80,33.3
27550,15,43,52,70,31.7
5929,90,16,38,95,9.0
24325,43,71,38,100,39.3
11417,57,32,41,95,40.6
20750,66,58,35,110,45.3
17271,78,48,38,110,43.1
20652,51,58,38,110,46.2
4135,39,12,35,85,7.5
407,5,45,40,100,37.9
23539,57,66,35,90,43.0
9759,24,28,41,100,45.8
13356,30,38,35,95,42.8
735,100,10,50,80,35.2
23673,75,66,38,95,44.3
2010,74,52,43,105,47.7
16275,39,46,35,100,44.9
7870,60,22,41,105,16.3
11277,39,32,35,95,11.4
3248,12,10,41,95,15.0
29122,40,61,52,70,28.6
3380,33,10,35,90,7.0
3807,93,10,38,90,8.7
10955,93,30,41,95,27.3
22272,78,62,41,90,44.9
6481,66,18,41,90,18.9
28089,30,49,52,65,33.9
5656,51,16,38,95,9.7
16548,78,46,35,100,10.4
17931,72,50,35,85,38.5
2358,54,42,43,100,47.7
14874,42,42,38,95,45.4
28318,20,52,52,70,24.7
26332,35,28,48,70,45.9
4704,18,14,35,95,7.3
10045,66,28,38,95,13.5
15252,96,42,38,95,30.5
3954,12,12,38,90,11.3
8524,54,24,35,85,9.5
26373,50,28,52,65,46.0
23978,55,68,41,115,16.4
8776,90,24,35,85,8.2
14916,48,42,38,95,44.4
8120,96,22,41,95,15.7
11329,45,32,38,110,36.8
22373,93,62,38,105,45.1
19656,12,56,35,100,36.8
15440,21,44,38,90,45.3
12198,66,34,41,115,16.4
23320,24,66,38,115,7.2
12751,45,36,35,115,7.4
5947,93,16,35,115,4.8
895,55,65,50,85,36.6
9541,96,26,38,95,10.4
8681,75,24,38,100,9.2
1260,40,50,40,110,47.4
9017,21,26,38,100,39.4
19585,0,56,41,95,14.8
11118,15,32,38,105,47.7
5685,54,16,41,100,13.6
27271,5,40,48,85,3.4
18767,87,52,41,100,45.7
1116,30,30,45,95,48.2
24423,58,71,35,100,43.1
20712,60,58,38,95,45.0
2052,79,40,43,105,45.0
28601,35,55,48,75,35.3
6236,33,18,35,90,7.8
9418,78,26,38,110,8.2
9804,30,28,41,115,16.4
26494,100,28,52,70,44.8
16126,18,46,35,90,44.6
24766,10,10,52,70,44.4
21794,9,62,41,115,16.4
2596,38,25,43,100,42.4
20558,39,58,35,95,43.8
4397,75,12,38,100,7.7
4740,21,14,41,100,16.5
23406,36,66,41,90,36.8
11846,18,34,35,105,45.1
12343,87,34,41,105,33.6
455,0,40,42,100,6.5
11877,21,34,41,85,46.5
14501,90,40,41,85,40.2
26787,15,34,48,65,42.8
7904,66,22,38,100,9.2
27700,80,43,48,70,44.8
10582,42,30,35,85,18.4
12736,42,36,38,110,44.2
5970,96,16,38,90,9.4
22198,69,62,35,105,44.9
15876,84,44,35,100,9.0
29407,55,64,48,85,38.3
27270,5,40,48,80,33.6
14003,18,40,41,115,16.4
14080,30,40,38,115,7.2
15858,81,44,35,115,7.4
1344,80,40,55,75,46.1
13892,3,40,41,85,40.5
26467,90,28,48,85,43.5
28732,90,55,48,70,43.1
18963,15,54,35,100,40.5
23952,52,68,41,90,40.4
13796,93,38,35,90,9.2
18102,96,50,35,100,9.7
9293,60,26,38,115,8.4
7414,99,20,35,100,6.0
26072,30,25,48,90,14.8
7679,33,22,41,95,35.5
10799,72,30,38,85,23.9
21835,15,62,41,110,15.3
15147,81,42,38,95,36.4
29127,45,61,48,65,34.0
5451,21,16,41,85,31.6
19459,84,54,41,95,45.6
20620,48,58,35,90,43.7
17688,36,50,38,95,45.7
24638,88,71,38,90,43.5
7917,69,22,35,95,7.3
21568,81,60,35,105,43.0
29017,100,58,52,85,44.5
360,20,60,40,100,33.4
3608,63,10,41,110,9.1
15848,78,44,41,100,44.5
13019,84,36,35,90,9.2
27804,15,46,52,80,0.4
6222,30,18,38,90,13.7
15414,18,44,35,100,46.2
14067,30,40,35,85,42.6
26289,15,28,52,65,44.6
615,75,80,43,105,40.8
24680,94,71,38,90,43.5
10205,90,28,35,90,7.8
18875,0,54,41,115,16.4
3020,14,25,43,95,47.4
13337,27,38,35,105,44.9
15846,78,44,41,90,43.6
10956,93,30,41,100,23.4
22997,81,64,35,110,44.6
12277,78,34,41,90,38.0
18927,9,54,38,95,32.7
1713,92,58,43,110,47.7
12753,45,36,38,90,41.6
17998,81,50,35,105,10.0
14251,54,40,41,95,45.6
2799,30,22,43,95,41.2
19474,87,54,38,100,43.3
20462,24,58,38,105,39.1
20925,90,58,38,110,45.3
16769,6,48,41,85,33.1
10096,72,28,41,105,26.2
21535,75,60,38,115,47.0
17519,12,50,38,90,39.5
14481,87,40,41,90,40.7
16565,78,46,41,115,16.4
9016,21,26,38,95,39.5
23126,99,64,38,90,43.2
29448,70,64,52,80,38.3
12128,57,34,38,115,11.5
29225,85,61,48,75,42.4
2442,48,31,43,100,45.0
607,75,40,43,105,45.5
3201,6,10,38,105,8.0
14121,36,40,38,110,47.3
21407,57,60,38,105,46.0
2499,44,42,43,100,48.1
8168,3,24,35,90,39.1
16528,75,46,35,105,9.3
1737,85,41,43,105,44.6
18340,27,52,38,100,44.3
5268,96,14,41,115,8.6
16603,84,46,41,95,43.8
25533,15,19,52,65,46.8
22324,87,62,35,105,42.9
18491,48,52,41,85,44.8
8764,87,24,38,95,10.4
7849,57,22,41,105,17.4
913,45,50,50,80,41.7
2077,64,30,43,105,40.7
7994,78,22,41,95,17.8
2956,20,49,43,95,40.7
9821,33,28,41,95,43.1
13304,21,38,38,115,7.2
26546,15,31,52,90,15.7
7935,69,22,41,115,16.4
5228,93,14,35,90,6.4
842,75,45,50,85,47.0
17673,33,50,41,90,44.4
5689,57,16,35,85,8.2
13151,0,38,38,85,42.9
11974,36,34,35,115,8.2
9461,84,26,38,115,7.6
5153,81,14,38,100,7.7
26768,5,34,48,90,14.8
12114,54,34,41,115,16.4
27005,0,37,48,75,32.8
5166,84,14,35,95,6.5
20865,81,58,41,90,45.2
14221,51,40,38,85,42.2
9124,36,26,38,110,11.2
27322,25,40,52,70,40.0
20367,12,58,35,85,34.3
2257,57,37,43,105,46.9
5420,18,16,35,105,6.2
20514,33,58,35,85,42.1
14025,24,40,35,85,43.8
28788,5,58,52,80,0.4
5017,63,14,35,85,7.5
6159,21,18,38,90,16.9
29349,30,64,52,65,20.5
12361,90,34,41,90,35.6
27038,10,37,52,90,15.7
1946,74,39,43,105,45.3
24793,20,10,52,85,1.3
5526,33,16,35,110,5.5
8544,54,24,41,115,16.4
17075,51,48,35,110,44.8
12975,75,36,41,115,16.4
18763,87,52,38,115,43.9
816,80,35,50,90,47.6
29205,75,61,52,65,38.0
14225,51,40,38,105,44.1
7233,72,20,38,105,8.0
12072,48,34,41,115,16.4
27582,30,43,48,80,43.3
20392,15,58,35,105,35.9
15003,60,42,38,110,43.4
12530,12,36,41,95,47.1
6729,0,20,38,105,41.7
22398,96,62,41,90,44.6
27653,60,43,48,75,45.5
14209,48,40,41,95,46.4
17562,18,50,38,95,42.5
25391,60,16,52,75,43.9
2109,68,35,43,105,44.0
9899,45,28,38,100,21.5
26850,40,34,48,80,47.2
6931,30,20,35,100,7.5
16100,12,46,41,100,41.1
15674,54,44,38,105,45.5
26221,90,25,52,85,46.0
7544,15,22,38,85,36.4
6522,72,18,41,85,20.9
17908,66,50,41,110,47.8
19531,96,54,35,105,10.0
29394,50,64,48,80,36.3
29060,15,61,48,90,14.8
18062,90,50,35,110,8.0
25047,25,13,48,65,41.1
3884,3,12,35,90,7.7
20042,66,56,38,105,46.2
22040,45,62,41,85,41.0
24608,82,71,41,115,16.4
1082,55,65,45,95,41.1
25048,25,13,48,70,41.2
18486,48,52,38,95,45.7
21962,33,62,41,115,16.4
1055,75,70,45,100,43.1
12572,18,36,41,95,47.7
9502,90,26,38,110,8.2
24224,91,68,41,85,43.7
14160,42,40,38,95,44.8
21580,81,60,41,95,45.6
24513,70,71,38,95,43.3
26097,40,25,52,65,46.1
16580,81,46,41,85,43.4
20666,54,58,35,110,46.0
9579,0,28,35,110,47.7
1963,78,42,43,105,45.8
7942,72,22,35,115,5.7
22494,9,64,35,115,6.4
23419,39,66,38,85,39.5
1949,70,40,43,105,46.3
5923,90,16,35,100,6.0
3624,66,10,41,85,15.0
7443,0,22,38,105,45.1
15488,27,44,41,85,45.1
14722,21,42,35,105,46.9
9446,81,26,41,110,13.5
29156,55,61,48,90,39.9
18389,33,52,41,100,44.6
22132,60,62,35,90,43.5
18046,87,50,38,100,41.5
7180,66,20,35,85,8.2
7251,75,20,38,90,10.8
323,25,25,40,100,41.1
22167,63,62,41,90,44.1
13232,12,38,35,105,47.4
17711,39,50,38,105,46.9
26104,45,25,48,70,44.9
8298,21,24,35,110,7.2
21624,87,60,41,105,46.8
13684,75,38,41,90,41.4
11200,27,32,38,95,43.7
10873,81,30,41,105,26.6
18037,87,50,35,90,33.5
597,70,60,43,105,46.4
17133,60,48,35,85,40.2
29171,60,61,52,75,36.4
1465,15,50,55,60,17.3
28611,40,55,48,65,36.1
16764,6,48,38,95,37.5
1670,93,47,43,110,46.4
11489,69,32,35,105,7.0
1619,99,50,43,110,46.5
24693,97,71,35,85,41.3
7120,57,20,35,100,6.8
11977,36,34,38,95,42.6
444,0,45,45,100,15.6
14089,33,40,35,90,42.6
4316,63,12,38,115,6.7
23707,81,66,35,90,42.4
5325,3,16,41,85,39.1
25707,90,19,48,65,39.3
12156,60,34,41,115,16.4
117,35,80,30,100,36.2
6870,21,20,35,110,6.4
4901,45,14,38,100,8.5
1689,92,52,43,110,47.5
5171,84,14,38,85,10.5
17897,66,50,38,90,43.7
24937,80,10,52,85,1.3
12082,51,34,38,95,37.9
14741,24,42,35,95,45.4
13858,0,40,35,85,42.9
7392,96,20,35,95,6.6
2755,26,15,43,95,30.8
24448,61,71,38,85,41.6
23826,96,66,41,90,44.6
8022,84,22,35,95,6.6
1681,92,50,43,110,47.1
22253,75,62,41,100,45.9
3431,39,10,38,100,7.7
7122,57,20,35,110,5.5
7181,66,20,35,90,7.1
2583,42,59,43,100,42.4
22329,87,62,38,95,44.2
11924,27,34,41,110,15.3
5477,24,16,41,110,15.3
26625,50,31,52,65,45.7
24850,45,10,52,70,41.5
4306,63,12,35,100,6.0
28007,100,46,52,75,45.5
15789,72,44,35,85,33.2
28258,100,49,52,70,44.5
29140,50,61,48,70,36.1
15150,81,42,38,110,34.8
6302,42,18,35,105,6.2
11767,6,34,38,95,47.1
17397,96,48,38,110,37.7
28700,75,55,48,90,45.3
15726,63,44,35,85,36.6
15369,12,44,35,85,43.9
5037,63,14,41,115,16.4
14793,30,42,38,110,48.2
9131,36,26,41,110,15.3
18368,30,52,41,100,44.0
11144,18,32,41,95,47.7
4686,15,14,35,110,6.3
10029,63,28,41,85,36.2
14072,30,40,35,110,45.8
23062,90,64,38,85,43.1
5791,69,16,41,105,11.2
13534,54,38,38,110,41.8
18226,12,52,35,90,40.3
6679,96,18,35,100,6.0
26350,40,28,52,70,46.7
6249,33,18,41,85,30.7
28118,40,49,52,90,15.7
12521,12,36,38,85,45.7
28077,25,49,52,65,31.2
17464,3,50,41,95,25.5
17960,75,50,38,90,42.6
10055,66,28,41,110,25.8
29478,85,64,48,80,42.5
7418,99,20,38,85,11.7
13526,54,38,35,105,9.3
19823,36,56,35,95,44.3
7810,54,22,35,85,9.5
21269,36,60,41,115,16.4
12447,0,36,41,100,6.3
11860,18,34,41,105,7.5
15395,15,44,35,110,46.8
23911,46,68,41,95,39.3
27396,55,40,52,80,0.4
14592,3,42,35,85,42.7
5053,66,14,41,90,15.3
18992,18,54,38,105,39.8
15917,90,44,35,95,10.1
1508,0,25,55,45,39.7
17415,99,48,38,95,37.3
10769,66,30,41,110,33.1
28701,75,55,52,65,40.3
15994,99,44,41,95,40.8
23600,63,66,41,115,16.4
5861,81,16,35,105,5.3
9535,96,26,35,100,6.8
7731,42,22,35,110,6.4
12439,0,36,38,95,45.2
24245,94,68,41,85,43.7
14144,39,40,41,85,45.8
11013,0,32,38,105,48.3
10972,96,30,38,110,8.2
7442,0,22,38,100,44.3
9368,72,26,35,105,6.2
6145,18,18,41,90,35.4
4386,72,12,41,115,16.4
12629,27,36,38,100,46.2
1654,93,43,43,110,44.8
17938,72,50,38,85,42.6
25465,90,16,52,85,42.2
10600,42,30,41,105,43.4
21818,15,62,35,95,33.5
25921,70,22,52,85,1.3
20858,81,58,38,90,43.7
11988,36,34,41,115,16.4
28183,70,49,48,85,46.2
9041,24,26,38,115,7.2
21997,39,62,38,115,7.2
2239,57,31,43,105,43.3
28961,80,58,48,75,42.9
29141,50,61,48,75,36.9
9010,21,26,35,100,9.7
26307,25,28,48,65,45.6
23424,39,66,38,110,41.1
14113,36,40,35,105,43.6
6396,54,18,41,85,24.9
25633,55,19,52,85,1.3
2879,22,36,43,95,47.9
21939,30,62,41,105,37.1
1143,15,25,45,90,48.1
13504,51,38,35,100,11.0
28582,25,55,52,70,24.7
8019,81,22,41,115,16.4
20225,93,56,35,110,9.5
4777,27,14,38,110,7.4
7919,69,22,35,105,6.2
26208,85,25,52,80,45.9
12697,36,36,41,90,46.1
13203,6,38,41,100,45.1
23353,30,66,35,105,39.3
26732,95,31,48,90,44.2
24410,55,71,38,105,42.3
6163,21,18,38,110,6.8
24775,15,10,48,85,3.4
1883,86,56,43,105,47.4
13559,57,38,41,95,44.5
17101,54,48,38,100,45.7
19857,39,56,41,90,43.1
6771,6,20,38,105,36.5
16004,0,46,35,110,36.8
5255,96,14,38,85,9.9
25748,0,22,48,90,14.8
23040,87,64,35,115,44.6
16975,36,48,38,100,46.5
18626,69,52,35,95,41.0
20030,63,56,41,115,16.4
7834,57,22,35,100,6.8
17222,72,48,35,110,9.5
19350,69,54,38,110,46.5
21671,96,60,35,95,39.3
28492,95,52,48,70,43.8
24459,61,71,41,105,42.2
2982,18,17,43,95,38.2
24318,43,71,35,100,40.8
887,55,25,50,85,46.7
989,0,20,45,85,47.7
26749,100,31,52,85,46.9
9848,39,28,35,90,10.4
4596,0,14,41,115,16.4
18673,75,52,38,85,42.8
8555,57,24,38,100,10.6
11221,30,32,38,95,42.8
9666,12,28,38,90,44.5
24842,40,10,52,90,15.7
249,100,95,35,120,42.9
6308,42,18,38,100,9.2
2348,50,40,43,100,47.7
16514,72,46,38,105,42.9
25676,75,19,48,90,39.1
18733,84,52,35,105,10.7
308,35,60,40,100,41.4
14279,60,40,35,95,13.2
1590,90,50,43,110,47.3
24949,85,10,52,85,1.3
14059,27,40,38,115,7.2
20864,81,58,41,85,44.5
12078,51,34,35,110,7.2
26182,75,25,52,70,45.4
24843,45,10,48,65,37.3
15697,57,44,38,115,45.8
24710,97,71,41,100,45.2
8642,69,24,38,115,7.6
27759,0,46,48,65,16.0
9860,39,28,38,115,7.2
25143,65,13,48,65,37.7
