,Weight,Elevators,theta,rou,result
4319,63,12,41,95,12.6
1604,90,64,43,110,47.3
23487,48,66,38,110,43.2
25280,15,16,48,90,14.8
14577,0,42,35,115,6.4
21131,18,60,38,90,34.5
26892,55,34,52,80,0.4
6428,60,18,35,105,6.2
19040,24,54,41,100,40.4
17007,42,48,35,85,43.3
27930,70,46,48,80,46.0
20206,90,56,38,85,42.2
22789,51,64,38,85,42.4
11105,12,32,41,110,15.3
11764,6,34,35,115,6.4
27960,80,46,52,80,46.0
21358,51,60,35,105,45.4
29345,30,64,48,75,27.1
24929,80,10,48,75,33.5
22880,63,64,41,85,43.1
14767,27,42,38,85,45.2
20048,66,56,41,100,46.6
3367,30,10,38,95,8.9
21951,33,62,38,95,40.6
21760,6,62,38,85,19.7
8693,78,24,35,90,7.8
19524,93,54,41,105,46.0
3333,24,10,41,100,12.3
15163,84,42,35,105,7.8
21212,30,60,35,110,42.9
774,100,65,50,95,45.0
22215,72,62,35,85,42.2
1304,100,70,55,80,39.2
8429,39,24,38,100,13.2
25466,90,16,52,90,15.7
28151,55,49,52,75,42.1
2030,76,56,43,105,47.4
13574,60,38,38,100,39.0
15824,75,44,41,85,43.6
17190,66,48,41,90,45.4
2527,40,48,43,100,46.8
2857,26,32,43,95,47.8
1709,92,57,43,110,47.8
2910,24,41,43,95,46.7
15501,30,44,35,115,47.6
1016,90,65,45,105,46.5
18400,36,52,38,85,44.1
1113,30,15,45,95,35.7
3136,16,48,43,95,39.4
2085,68,31,43,105,40.7
5992,99,16,38,95,8.3
406,5,40,40,100,43.5
28494,95,52,48,80,45.4
4234,51,12,41,90,14.7
3132,18,47,43,95,41.4
7793,51,22,35,105,6.2
12914,69,36,35,90,10.5
10193,87,28,38,100,10.0
20866,81,58,41,95,45.6
12810,54,36,35,95,11.4
23611,66,66,38,100,44.6
3138,10,49,43,95,33.4
27552,15,43,52,80,0.4
2116,62,37,43,105,46.0
22507,9,64,41,110,15.3
29097,30,61,52,65,22.3
4396,75,12,38,95,8.2
13580,60,38,41,95,44.0
15695,57,44,38,105,44.9
1851,82,53,43,105,47.5
14763,27,42,35,100,45.7
22286,81,62,38,90,44.0
12628,27,36,38,95,45.6
15237,93,42,41,90,40.9
27003,0,37,48,65,31.5
16173,24,46,35,115,47.6
23007,81,64,41,90,44.5
560,65,75,43,105,40.6
3098,10,41,43,95,42.7
16776,9,48,35,85,41.3
518,65,75,40,110,42.5
1710,93,57,43,110,47.8
21137,18,60,41,85,30.3
21958,33,62,41,95,38.6
25948,85,22,48,70,40.8
13106,96,36,35,105,7.0
24536,73,71,38,105,44.7
908,45,25,50,80,47.0
7920,69,22,35,110,5.5
9729,21,28,38,90,41.8
17605,24,50,38,100,44.6
22173,66,62,35,85,42.6
15923,90,44,38,90,36.4
2094,62,33,43,105,43.8
9039,24,26,38,105,38.0
16745,3,48,38,105,33.3
16414,57,46,41,95,46.3
828,75,35,50,90,15.4
24331,43,71,41,95,37.0
16806,12,48,38,95,41.4
20172,84,56,41,90,45.1
28149,55,49,52,65,40.5
6705,99,18,38,90,9.5
25120,55,13,48,70,38.2
12602,24,36,35,105,44.5
7424,99,20,38,115,6.7
20035,66,56,35,105,44.2
21623,87,60,41,100,46.2
25070,30,13,52,90,15.7
17014,42,48,38,85,44.7
17935,72,50,35,105,39.7
14378,72,40,41,100,43.6
13491,48,38,38,105,43.4
25592,40,19,48,90,14.8
19588,0,56,41,110,15.3
18115,96,50,41,95,43.7
15201,90,42,35,85,14.6
12770,48,36,35,105,9.3
10290,0,30,35,95,46.4
21944,33,62,35,95,41.9
24232,94,68,35,90,41.8
9853,39,28,35,115,6.6
15413,18,44,35,95,45.6
594,70,45,43,105,47.4
24828,35,10,52,80,0.4
6427,60,18,35,100,6.0
7350,90,20,35,95,6.6
5974,96,16,38,110,6.6
12891,63,36,41,115,16.4
22335,87,62,41,90,44.9
13641,69,38,41,85,42.2
23109,96,64,38,110,45.5
22203,69,62,38,95,44.8
372,10,0,40,105,0.1
9478,87,26,38,95,11.0
534,65,85,40,100,38.0
4815,33,14,38,90,10.7
27579,30,43,48,65,41.0
24832,40,10,48,70,37.1
4955,54,14,35,90,7.1
26471,90,28,52,75,46.0
4933,51,14,35,85,7.5
860,70,75,50,85,35.6
16839,18,48,35,85,43.3
15968,96,44,38,105,31.2
864,65,35,50,85,47.7
29387,45,64,52,75,29.6
15016,63,42,35,105,9.3
28928,65,58,48,90,43.4
22177,66,62,35,105,45.1
27019,5,37,48,85,3.4
8035,84,22,41,90,20.4
18493,48,52,41,95,45.9
20075,72,56,35,95,42.1
19473,87,54,38,95,42.8
4732,21,14,38,95,10.3
6445,63,18,35,85,8.2
8021,84,22,35,90,7.1
7348,90,20,35,85,8.2
12140,60,34,35,105,7.8
23598,63,66,41,105,44.6
16202,27,46,41,85,44.4
16765,6,48,38,100,37.4
27372,45,40,52,80,0.4
12896,66,36,35,105,7.8
11628,87,32,41,100,31.1
6888,24,20,35,95,8.0
6088,12,18,35,85,11.3
27546,15,43,48,80,37.6
14143,39,40,38,115,7.2
16082,9,46,41,115,16.4
8158,0,24,38,110,6.8
5089,72,14,38,95,8.3
20590,42,58,38,115,7.2
9289,60,26,38,95,13.5
6020,0,18,41,95,43.2
26927,70,34,52,75,46.9
26276,10,28,48,90,14.8
10688,57,30,35,90,9.8
10653,51,30,38,90,32.2
21555,78,60,38,110,46.3
5364,9,16,38,105,10.9
7136,57,20,41,110,15.3
2155,60,45,43,105,48.1
28638,50,55,48,80,40.6
1639,99,55,43,110,47.3
16701,99,46,38,95,35.3
13524,54,38,35,95,13.2
9297,60,26,41,100,30.1
23423,39,66,38,105,40.7
18106,96,50,38,85,39.2
18932,9,54,41,85,28.2
741,100,40,50,80,46.2
12358,90,34,38,110,9.0
11265,36,32,38,105,41.5
16916,27,48,41,85,43.7
23897,46,68,35,95,42.1
14070,30,40,35,100,44.4
16647,90,46,41,105,44.1
13168,3,38,35,100,46.1
10938,90,30,41,115,13.1
11080,9,32,41,90,47.3
22838,57,64,41,85,42.4
9360,69,26,41,100,25.1
6268,36,18,38,110,8.2
24515,70,71,38,105,44.5
11569,81,32,35,85,10.2
9620,6,28,35,105,44.6
827,75,30,50,90,15.4
4940,51,14,38,85,11.7
27509,0,43,48,75,20.9
22837,57,64,38,115,45.7
24302,40,71,38,90,37.9
1097,45,55,45,95,43.6
5659,51,16,38,110,7.4
24404,55,71,35,110,43.5
3343,27,10,35,115,4.8
21309,42,60,41,105,42.9
20427,18,58,41,105,7.5
14405,78,40,35,95,9.5
28690,70,55,52,70,40.4
15605,45,44,35,110,44.4
10991,99,30,38,100,10.0
18325,24,52,41,95,41.6
3514,51,10,38,95,8.2
28279,5,52,48,85,3.4
22937,72,64,38,90,44.0
18348,27,52,41,105,7.5
11890,24,34,35,115,9.7
22943,72,64,41,85,43.6
20431,21,58,35,90,39.5
20127,78,56,38,110,46.0
15759,66,44,38,110,43.3
281,45,35,40,100,44.3
4829,36,14,35,90,7.1
16844,18,48,35,110,45.7
18467,45,52,38,105,46.8
20384,12,58,41,100,24.6
12612,24,36,41,85,46.4
17356,90,48,38,115,39.9
10169,84,28,38,85,16.6
17291,81,48,38,105,42.1
16194,27,46,35,115,47.8
27172,70,37,48,70,45.1
347,25,70,40,105,28.1
16735,3,48,35,90,38.2
22031,45,62,35,110,45.0
146,50,90,30,100,36.7
18820,96,52,38,85,40.2
12256,75,34,41,90,38.6
11857,18,34,41,90,47.2
598,70,65,43,105,45.2
26368,50,28,48,70,45.2
19777,27,56,41,110,15.3
8626,66,24,41,105,18.0
21592,84,60,38,85,43.2
28525,0,55,52,85,1.3
11770,6,34,38,110,6.8
22902,66,64,41,90,43.8
15629,48,44,38,90,44.5
20806,72,58,41,110,47.3
19641,9,56,38,95,30.1
437,0,10,45,100,15.6
1209,75,70,40,110,45.3
10301,0,30,38,115,7.2
153,55,75,30,100,41.8
17215,69,48,41,110,47.4
5576,39,16,38,115,7.2
1157,5,35,45,90,44.0
23449,42,66,41,95,39.1
14179,45,40,38,85,43.2
17586,21,50,38,110,6.8
26010,5,25,48,80,47.7
19633,9,56,35,90,34.6
1409,45,40,55,65,42.0
19882,42,56,41,110,15.3
20721,60,58,41,105,46.3
19407,78,54,35,115,9.0
6130,18,18,35,85,10.1
6035,3,18,38,100,31.7
27169,65,37,52,85,1.3
23400,36,66,38,95,39.4
5178,84,14,41,85,16.1
18748,84,52,41,110,46.8
24036,64,68,41,90,42.6
27427,70,40,48,85,47.1
24011,61,68,38,105,44.3
14128,36,40,41,110,15.3
4636,6,14,41,105,7.5
23014,84,64,35,90,42.0
29254,95,61,52,70,41.0
2578,42,58,43,100,42.9
1523,100,30,45,90,38.8
756,100,35,50,90,46.6
15474,27,44,35,85,44.0
23026,84,64,38,115,46.7
26887,55,34,48,85,47.5
4992,57,14,41,100,12.3
3960,12,12,41,85,25.9
10407,15,30,41,85,46.6
18296,21,52,38,90,42.0
15647,51,44,35,110,42.4
11967,33,34,41,115,16.4
27088,35,37,48,70,44.7
20896,87,58,35,105,41.8
21674,96,60,35,110,10.9
1133,25,45,45,90,43.6
7076,51,20,35,90,7.8
21373,51,60,41,110,15.3
1091,45,25,45,95,43.7
10903,87,30,35,115,5.7
10747,63,30,41,105,36.3
22376,93,62,41,85,44.2
24174,85,68,35,115,45.1
5095,72,14,41,90,14.7
11717,0,34,35,90,45.9
26800,20,34,48,70,44.4
8123,96,22,41,110,10.7
13078,90,36,41,105,35.8
23617,66,66,41,95,44.0
12659,30,36,41,110,15.3
13204,6,38,41,105,7.5
28757,100,55,48,75,44.4
6525,72,18,41,100,13.0
16717,0,48,35,105,33.9
17797,51,50,38,115,7.2
23021,84,64,38,90,43.7
15755,66,44,38,90,41.7
29235,90,61,48,65,41.1
20422,18,58,38,115,7.2
19949,54,56,35,95,44.3
10860,81,30,35,110,6.4
167,60,95,30,100,37.3
4668,12,14,38,90,13.7
21752,3,62,41,115,16.4
11383,54,32,35,100,8.3
19690,15,56,41,95,32.0
2856,24,32,43,95,48.0
24679,94,71,38,85,42.8
2937,30,45,43,95,45.9
1086,50,40,45,95,48.0
7999,81,22,35,85,8.2
2888,28,37,43,95,48.0
15658,51,44,41,95,46.6
28439,70,52,52,75,42.7
12709,39,36,35,115,8.2
18762,87,52,38,110,43.4
5405,15,16,38,100,10.6
5916,87,16,41,100,11.7
12694,36,36,38,110,45.5
2489,44,40,43,100,48.1
13927,9,40,38,85,44.4
6758,3,20,41,110,15.3
26476,95,28,48,70,42.2
8153,0,24,38,85,44.8
24786,20,10,48,80,38.6
13163,0,38,41,110,15.3
5057,66,14,41,110,9.9
9003,18,26,41,100,46.0
21211,30,60,35,105,42.6
14684,15,42,38,90,45.3
130,45,60,30,100,8.6
8428,39,24,38,95,16.8
25,10,35,30,60,35.8
9902,45,28,38,115,7.2
5826,75,16,38,105,7.2
28294,10,52,52,70,14.7
4371,72,12,35,110,5.5
17449,3,50,35,90,35.9
7652,30,22,38,100,13.2
4683,15,14,35,95,7.3
8840,99,24,35,90,7.1
15768,69,44,35,85,34.6
26143,60,25,48,85,44.9
13906,6,40,38,85,43.7
24141,79,68,41,90,43.8
13940,9,40,41,115,16.4
10394,15,30,35,90,40.8
7825,54,22,41,90,29.1
24554,76,71,38,90,43.2
13992,18,40,38,95,46.5
12058,48,34,35,115,7.4
4575,99,12,41,115,7.7
19893,45,56,38,95,45.0
10983,99,30,35,95,7.3
21900,27,62,35,85,39.5
26393,60,28,48,75,45.1
20612,45,58,41,85,42.3
10005,60,28,38,105,10.9
16737,3,48,35,100,38.0
8203,6,24,41,90,46.6
21837,18,62,35,85,35.8
1015,90,60,45,105,47.4
17826,57,50,35,85,41.6
15031,63,42,41,110,46.6
9839,36,28,38,115,7.2
25248,0,16,52,80,0.4
12267,78,34,35,110,6.4
11260,36,32,35,115,7.4
4819,33,14,38,110,7.4
18651,72,52,35,115,9.8
12034,45,34,35,100,9.7
21099,12,60,41,105,7.5
18119,96,50,41,115,45.4
23265,18,66,35,85,32.5
9818,33,28,38,115,7.2
25273,10,16,52,85,1.3
13918,6,40,41,110,15.3
14424,81,40,35,85,15.2
1697,92,54,43,110,47.7
12993,78,36,41,100,39.1
21844,18,62,38,85,32.5
2253,55,36,43,105,46.8
15337,6,44,38,100,41.8
13490,48,38,38,100,42.8
6590,81,18,41,110,10.0
7848,57,22,41,100,20.7
9705,18,28,35,110,8.8
27090,35,37,48,80,46.4
8231,12,24,35,90,29.8
3924,6,12,41,115,16.4
9096,33,26,35,110,7.2
18489,48,52,38,110,47.4
9784,30,28,35,85,26.2
14138,39,40,38,90,44.6
4328,66,12,35,105,5.3
9552,96,26,41,115,11.0
18692,78,52,35,110,10.2
2813,22,25,43,95,45.8
241,95,90,35,120,43.4
25016,10,13,48,90,14.8
11651,90,32,41,110,20.9
3197,6,10,38,85,12.8
26704,85,31,48,70,43.6
21311,42,60,41,115,16.4
21003,0,60,35,115,6.4
25686,80,19,48,80,39.7
13593,63,38,38,90,38.2
3268,15,10,41,90,17.4
22231,72,62,41,95,45.2
17508,9,50,41,105,7.5
5789,69,16,41,95,13.9
19033,24,54,38,100,42.5
16355,48,46,41,115,16.4
876,60,35,50,85,47.9
16481,66,46,41,115,16.4
18026,84,50,38,105,42.5
13649,72,38,35,90,11.1
16406,57,46,38,90,43.8
20693,57,58,38,105,46.1
25884,55,22,52,80,0.4
2335,56,36,43,100,46.2
5518,30,16,41,105,15.7
10663,51,30,41,105,40.8
21356,51,60,35,95,44.2
5765,66,16,38,115,6.7
11606,84,32,41,95,33.2
23088,93,64,38,110,45.7
7618,24,22,41,105,7.5
5308,0,16,41,105,7.5
22408,99,62,35,105,40.7
10269,99,28,35,95,7.3
27593,35,43,48,75,43.4
17964,75,50,38,110,44.7
25792,20,22,48,70,46.1
21252,36,60,35,100,43.6
9810,33,28,35,110,7.2
5190,87,14,35,110,5.5
9499,90,26,38,95,10.4
16446,63,46,35,115,8.2
16967,36,48,35,95,45.1
23642,69,66,41,115,16.4
14917,48,42,38,100,45.0
28254,100,49,48,80,45.7
9937,51,28,35,115,6.6
9873,42,28,35,110,7.2
15541,36,44,35,105,45.4
27194,75,37,52,90,15.7
7661,30,22,41,110,15.3
28078,25,49,52,70,31.8
22531,15,64,35,90,31.8
27099,40,37,48,65,44.5
1578,95,73,43,110,45.7
8634,69,24,35,110,5.5
7829,54,22,41,110,15.3
8750,84,24,41,95,19.3
1120,25,15,45,95,37.0
1772,81,45,43,105,46.5
12331,87,34,35,115,5.7
11627,87,32,41,95,32.6
27811,20,46,48,85,3.4
2310,55,55,43,105,46.7
6890,24,20,35,105,7.0
7909,66,22,41,90,24.9
11248,33,32,41,90,45.4
12809,54,36,35,90,14.5
1995,72,49,43,105,47.7
27544,15,43,48,70,36.5
22886,63,64,41,115,16.4
20395,15,58,38,85,33.1
23982,58,68,35,100,43.7
11782,9,34,35,100,46.6
18608,66,52,35,110,43.5
13002,81,36,35,110,6.4
2615,40,28,43,100,44.6
16408,57,46,38,100,44.8
21683,96,60,41,85,44.2
4176,42,12,41,115,16.4
2036,78,57,43,105,47.4
13069,90,36,38,95,17.4
1861,82,54,43,105,47.5
7463,3,22,38,100,42.8
29162,55,61,52,90,15.7
21222,30,60,41,90,38.2
14140,39,40,38,100,45.6
24093,73,68,38,95,44.1
16792,9,48,41,95,36.4
8032,84,22,38,110,7.4
16278,39,46,35,115,46.9
12149,60,34,38,115,10.7
12230,72,34,38,100,15.6
26157,65,25,52,65,45.3
14669,12,42,41,85,43.0
513,65,50,40,110,47.2
19389,75,54,38,95,44.1
22283,81,62,35,110,44.3
19547,96,54,41,115,46.6
20429,18,58,41,115,16.4
28730,85,55,52,90,15.7
11928,30,34,35,95,38.9
21603,84,60,41,105,46.6
5062,69,14,35,100,6.0
27181,70,37,52,85,1.3
75,20,65,30,100,38.1
5211,90,14,35,110,5.5
16137,18,46,38,110,6.8
19908,48,56,35,100,45.1
13568,60,38,35,105,8.5
26606,40,31,52,90,15.7
23857,40,68,35,105,41.7
26930,70,34,52,90,15.7
1716,91,59,43,110,47.8
2630,36,31,43,100,47.1
3695,78,10,35,90,6.3
28464,80,52,52,80,44.4
5756,66,16,35,105,6.1
11922,27,34,41,100,47.9
6977,36,20,38,85,18.5
8982,15,26,41,100,46.7
5312,3,16,35,90,9.1
8889,3,26,38,90,45.7
23263,15,66,41,110,15.3
20040,66,56,38,95,45.1
9252,54,26,41,85,36.4
16823,15,48,35,110,44.9
6448,63,18,35,100,6.0
15447,21,44,41,90,44.8
8148,0,24,35,95,41.6
904,50,55,50,85,41.0
8980,15,26,41,90,45.7
24871,55,10,48,85,33.4
684,95,75,43,105,44.8
3410,36,10,38,100,7.7
18836,99,52,35,95,12.6
11346,48,32,38,90,36.8
13600,63,38,41,90,43.4
4675,12,14,41,90,28.7
29014,100,58,52,70,42.3
3430,39,10,38,95,8.2
15387,12,44,41,105,7.5
3081,16,37,43,95,47.0
2738,32,53,43,100,42.8
12546,15,36,38,105,48.3
17420,99,48,41,85,42.4
4806,30,14,41,115,16.4
23157,0,66,41,105,7.5
18533,54,52,41,85,45.0
17563,18,50,38,100,42.9
17221,72,48,35,105,10.7
28936,70,58,48,70,41.0
8970,15,26,35,110,8.7
5469,24,16,38,105,8.7
3517,51,10,38,110,6.5
980,0,35,50,75,33.5
5373,9,16,41,115,16.4
8583,60,24,41,100,24.6
16198,27,46,38,100,46.5
10725,60,30,41,100,37.5
24637,88,71,38,85,42.8
21521,72,60,41,115,16.4
26023,10,25,48,85,3.4
28253,100,49,48,75,45.0
24821,35,10,48,75,37.0
7862,60,22,38,100,9.9
13873,0,40,41,95,38.8
9531,93,26,41,115,11.0
5932,90,16,38,110,6.6
22180,66,62,38,85,43.6
23398,36,66,38,85,38.8
24040,64,68,41,110,44.4
12425,99,34,41,95,31.8
16255,36,46,35,105,46.0
8884,3,26,35,100,43.2
3299,21,10,35,105,5.3
17486,6,50,41,100,29.6
2918,28,42,43,95,46.7
8963,12,26,41,110,15.3
13143,99,36,41,115,19.2
18905,6,54,38,90,29.3
26320,30,28,48,70,46.1
16415,57,46,41,100,47.1
595,70,50,43,105,47.9
8078,90,22,41,95,16.2
893,55,55,50,85,42.0
5711,60,16,35,90,7.1
21981,36,62,41,105,40.2
12773,48,36,38,85,40.6
22108,54,62,41,110,15.3
10525,33,30,35,115,7.4
9237,51,26,41,115,16.4
21507,72,60,35,115,45.4
12595,21,36,41,105,7.5
14624,6,42,38,105,43.8
12491,6,36,41,110,15.3
18370,30,52,41,110,15.3
13402,36,38,35,115,9.7
10488,27,30,38,105,42.9
4424,78,12,41,95,12.0
11880,21,34,41,100,48.4
12869,60,36,41,110,43.9
12657,30,36,41,100,48.0
10139,78,28,41,110,16.6
385,10,0,40,100,7.8
24731,100,71,41,100,45.3
19226,51,54,41,85,44.4
14543,96,40,41,85,39.3
17913,69,50,35,100,40.2
22648,30,64,38,115,7.2
25702,85,19,52,70,43.4
23225,12,66,35,95,25.9
22042,45,62,41,95,42.1
1125,25,40,45,95,46.8
1592,90,52,43,110,47.7
5430,18,16,41,85,32.6
21143,18,60,41,115,16.4
1677,92,49,43,110,47.0
16854,18,48,41,90,41.6
26007,5,25,48,65,45.4
60,20,70,30,60,34.3
9071,30,26,35,90,11.1
20829,78,58,35,85,41.1
400,5,10,40,100,12.1
22559,18,64,38,90,30.5
16901,24,48,41,115,16.4
80,25,5,30,100,4.0
5573,39,16,38,100,9.2
11269,36,32,41,90,44.9
17236,72,48,41,110,47.3
15938,93,44,35,95,9.5
5118,75,14,41,100,11.0
2154,68,44,43,105,47.5
14009,21,40,35,110,47.4
10961,96,30,35,90,7.8
20079,72,56,35,115,44.4
6885,21,20,41,115,16.4
503,65,70,40,105,43.9
28510,100,52,52,70,43.8
5882,84,16,35,105,5.3
25862,45,22,52,90,15.7
23937,52,68,35,85,41.8
10417,18,30,35,100,40.2
16625,87,46,41,100,44.0
17543,15,50,38,105,41.5
25382,55,16,52,90,15.7
18755,87,52,35,110,8.8
11711,99,32,41,95,28.6
5905,87,16,35,115,4.8
21175,24,60,38,100,38.4
16969,36,48,35,105,46.2
3881,0,12,41,110,15.3
13087,93,36,35,115,5.7
7445,0,22,38,115,7.2
17267,78,48,38,90,41.5
3051,16,31,43,95,48.3
11016,0,32,41,85,45.5
17707,39,50,38,85,44.5
5391,12,16,41,100,30.9
5782,69,16,38,95,9.0
11669,93,32,41,95,30.6
4594,0,14,41,105,7.5
23848,99,66,41,95,45.1
13972,15,40,38,100,46.9
6587,81,18,41,95,14.5
3969,15,12,35,95,6.5
23041,87,64,38,85,43.3
11337,45,32,41,115,16.4
17769,48,50,35,115,46.6
27338,30,40,52,90,15.7
29453,75,64,48,75,40.9
19063,27,54,41,110,15.3
25965,90,22,52,65,43.7
216,85,75,35,120,45.3
22096,54,62,38,85,43.2
23391,36,66,35,85,40.2
4451,84,12,35,90,6.4
26655,65,31,48,65,44.4
322,25,20,40,100,29.4
24017,61,68,41,100,43.0
96,30,30,30,100,4.9
17743,45,50,35,90,43.7
25714,90,19,52,70,43.3
27604,40,43,48,70,43.3
15934,90,44,41,110,43.2
21709,99,60,41,110,46.8
26130,55,25,48,80,45.1
11516,72,32,38,100,13.2
7324,84,20,41,105,11.9
28784,5,58,48,90,14.8
16551,78,46,35,115,7.4
5351,6,16,41,110,15.3
22609,24,64,41,95,31.5
13644,69,38,41,100,42.8
25740,100,19,52,80,42.9
4472,87,12,35,90,6.4
13691,78,38,35,90,10.5
7438,0,22,35,115,6.4
4595,0,14,41,110,15.3
18612,66,52,38,95,44.6
24414,55,71,41,90,39.9
3179,3,10,38,100,9.2
18358,30,52,38,85,43.4
25329,35,16,52,65,45.0
22922,69,64,41,85,43.5
21123,18,60,35,85,37.3
6411,57,18,38,90,11.4
24333,43,71,41,105,37.2
1421,35,10,55,65,44.2
2791,26,21,43,95,41.2
6732,0,20,41,85,44.9
11315,42,32,41,110,15.3
4724,21,14,35,90,7.7
8089,93,22,35,115,5.7
20414,18,58,35,110,38.0
8102,93,22,41,110,10.7
1332,85,25,55,75,46.7
16581,81,46,41,90,43.9
24313,40,71,41,110,15.3
28975,85,58,48,85,44.7
14773,27,42,38,115,7.2
18224,9,52,41,115,16.4
2187,64,51,43,105,47.8
28889,50,58,48,75,38.6
27385,50,40,52,85,1.3
22261,78,62,35,105,44.0
22094,54,62,35,110,45.5
14210,48,40,41,100,47.1
14174,45,40,35,95,39.6
4905,45,14,41,85,20.4
25446,85,16,48,80,37.1
20993,99,58,41,100,45.7
24155,82,68,38,90,43.7
17025,42,48,41,105,47.6
27277,5,40,52,85,1.3
25837,35,22,52,85,1.3
4055,27,12,35,105,6.1
4015,21,12,35,115,5.6
14610,3,42,41,105,7.5
21190,27,60,35,105,41.7
27109,40,37,52,85,1.3
7697,36,22,38,115,7.2
9046,24,26,41,105,7.5
2328,50,35,43,100,46.6
24814,30,10,52,70,42.6
7423,99,20,38,110,7.4
26387,55,28,52,75,47.2
2556,48,53,43,100,46.1
16254,36,46,35,100,45.3
23558,57,66,41,115,16.4
20167,84,56,38,100,44.1
2539,44,50,43,100,46.6
23782,90,66,38,115,46.4
9612,3,28,41,100,6.3
15948,93,44,38,110,14.5
25671,75,19,48,65,40.3
7949,72,22,38,115,7.6
26109,45,25,52,65,46.0
8741,84,24,38,85,13.5
8676,75,24,35,110,5.5
6231,30,18,41,100,23.8
11240,33,32,38,85,41.3
7186,66,20,35,115,5.7
12498,9,36,35,110,48.2
15950,93,44,41,85,41.6
26105,45,25,48,75,45.3
6797,9,20,41,95,42.3
12564,18,36,38,90,46.2
1940,72,38,43,105,45.0
487,65,60,45,100,45.4
11832,15,34,38,105,48.2
5960,93,16,41,110,9.2
7179,63,20,41,115,16.4
23344,27,66,41,95,31.9
27710,80,43,52,90,15.7
19369,72,54,38,100,45.0
29326,20,64,52,70,12.6
6968,33,20,41,110,15.3
27406,60,40,52,70,44.9
8926,9,26,35,100,39.1
14925,48,42,41,105,47.8
3311,21,10,41,95,13.8
27361,40,40,52,85,1.3
21889,24,62,38,100,36.7
14166,42,40,41,90,46.2
24452,61,71,38,105,43.4
12518,12,36,35,105,47.3
10401,15,30,38,90,44.9
12652,30,36,38,110,47.0
20536,36,58,35,90,43.1
919,40,30,50,80,47.6
17483,6,50,41,85,30.1
651,80,80,40,105,42.6
6476,66,18,38,100,8.5
27836,30,46,48,90,14.8
5819,75,16,35,105,5.3
12905,66,36,38,115,10.7
18092,93,50,41,85,43.4
9890,45,28,35,90,9.8
25580,35,19,48,90,14.8
7117,57,20,35,85,8.8
12135,57,34,41,115,16.4
13068,90,36,38,90,23.6
12987,78,36,38,105,13.0
15825,75,44,41,90,43.9
24322,43,71,38,85,38.4
20108,75,56,41,85,44.8
8761,87,24,35,115,5.7
22256,75,62,41,115,16.4
5445,21,16,38,90,13.7
14252,54,40,41,100,46.3
8822,96,24,35,105,6.2
14957,54,42,38,90,43.0
16686,96,46,41,90,42.3
25116,50,13,52,80,0.4
26098,40,25,52,70,46.8
1150,10,30,45,90,48.0
3749,84,10,38,115,5.8
6716,99,18,41,110,10.0
1957,76,41,43,105,45.7
26826,30,34,48,80,46.9
9151,39,26,41,105,39.3
7126,57,20,38,95,10.4
22056,48,62,38,95,43.6
8959,12,26,41,90,46.4
5984,99,16,35,90,6.4
19550,99,54,35,95,32.5
7716,39,22,38,105,10.2
13717,81,38,35,115,6.6
18893,3,54,41,100,6.3
11143,18,32,41,90,47.1
27309,20,40,52,65,37.3
28476,85,52,52,80,44.9
8269,15,24,41,105,7.5
8906,6,26,35,105,42.0
17374,93,48,38,100,38.6
20359,9,58,38,115,7.2
6770,6,20,38,100,36.4
313,30,30,40,100,44.5
12942,72,36,38,90,32.8
27247,100,37,48,85,45.4
577,70,30,40,105,22.2
5180,84,14,41,95,12.0
11654,93,32,35,90,8.5
12493,9,36,35,85,44.9
21595,84,60,38,100,44.7
20187,87,56,38,95,43.3
12632,27,36,38,115,7.2
17514,12,50,35,100,42.0
23866,40,68,38,115,7.2
23357,30,66,38,90,36.7
17321,84,48,41,115,16.4
7250,75,20,38,85,12.3
26106,45,25,48,80,46.0
10673,54,30,38,85,32.2
7952,72,22,41,95,19.3
10885,84,30,38,95,12.3
4789,30,14,35,100,6.0
5581,39,16,41,105,13.8
18174,3,52,38,110,6.8
3580,60,10,38,110,6.5
3428,39,10,38,85,10.4
13359,30,38,35,110,44.6
14088,33,40,35,85,42.0
20396,15,58,38,90,32.9
18187,6,52,35,105,35.5
21470,66,60,38,105,46.2
15064,69,42,38,100,40.2
28960,80,58,48,70,41.8
25136,60,13,48,90,35.2
6765,6,20,35,110,7.2
28996,95,58,48,70,42.8
2062,79,50,43,105,47.5
24182,85,68,41,85,43.5
1159,100,45,40,115,38.4
15098,75,42,35,95,10.8
9437,81,26,38,100,10.0
21759,6,62,35,115,6.4
13720,81,38,38,95,30.2
14909,48,42,35,95,40.4
26504,0,31,48,90,14.8
25515,10,19,48,65,45.7
20619,48,58,35,85,43.1
23853,40,68,35,85,40.2
19344,69,54,35,115,44.3
1680,91,50,43,110,47.2
12763,45,36,41,105,46.7
11682,96,32,38,90,14.9
18747,84,52,41,105,46.5
4012,21,12,35,100,6.0
22306,84,62,38,85,43.2
3558,57,10,38,105,7.2
10470,24,30,41,85,45.5
12807,51,36,41,115,16.4
28648,55,55,48,70,40.2
8377,33,24,35,85,11.9
24127,79,68,35,90,42.7
11581,81,32,38,110,9.0
1985,72,47,43,105,47.7
2378,54,47,43,100,47.7
27250,100,37,52,70,45.5
26780,10,34,48,90,14.8
26437,75,28,52,85,1.3
12437,0,36,38,85,44.2
26314,25,28,52,70,46.3
1190,85,65,40,115,47.2
18291,21,52,35,100,43.9
